 ,Mean1,Mean4,Mean6,Mean7
769,640.028,848.526,705.556,774.797
770,639.642,846.879,704.816,774.405
771,640.422,848.467,705.206,774.403
772,641.768,850.646,706.193,774.381
773,642.457,850.422,706.489,774.054
774,641.870,847.613,705.552,773.591
775,640.675,845.080,704.385,773.448
776,639.706,845.209,704.309,773.736
777,639.182,847.285,705.222,774.160
778,638.998,848.352,705.697,774.273
779,638.919,846.836,705.288,773.896
780,638.910,845.037,705.061,773.513
781,639.291,846.908,705.952,773.715
782,640.415,852.987,707.717,774.510
783,641.860,859.269,709.296,775.221
784,642.571,861.145,709.811,775.415
785,642.045,858.611,709.538,774.942
786,640.945,855.773,709.586,774.212
787,640.258,855.756,710.396,773.823
788,639.993,857.309,711.157,774.034
789,639.398,856.961,710.826,774.737
790,638.396,853.516,709.339,775.581
791,638.128,849.944,707.831,776.267
792,639.450,850.873,707.473,776.717
793,641.794,857.701,708.897,777.060
794,644.092,866.890,711.536,777.553
795,645.604,872.877,713.983,778.206
796,646.332,873.389,715.024,778.911
797,646.445,871.056,714.908,779.578
798,646.673,869.686,714.484,780.125
799,647.242,869.404,713.860,780.430
800,647.609,867.181,712.443,780.329
801,647.104,861.811,710.231,779.855
802,646.116,856.169,708.261,779.117
803,645.806,853.910,707.615,778.234
804,646.348,854.968,707.976,777.345
805,646.635,855.736,707.886,776.498
806,646.156,853.189,706.451,775.647
807,645.398,848.394,704.341,774.945
808,645.194,845.523,703.097,774.718
809,645.443,846.766,703.273,775.088
810,645.332,849.595,703.911,775.628
811,644.405,849.583,703.585,775.764
812,643.069,845.558,702.252,775.414
813,641.962,841.192,701.191,774.941
814,641.647,840.622,701.279,774.879
815,641.974,843.536,702.130,775.397
816,642.227,845.812,702.688,776.008
817,641.711,844.407,702.453,776.189
818,640.550,840.824,701.863,775.988
819,639.607,839.072,701.949,775.755
820,639.427,840.729,702.829,775.575
821,639.410,843.325,703.601,775.168
822,638.758,843.363,703.374,774.384
823,637.829,840.525,702.424,773.511
824,637.851,838.400,701.771,773.146
825,639.301,840.140,702.007,773.693
826,641.062,844.564,702.711,774.805
827,641.735,847.438,703.182,775.604
828,640.967,846.478,702.840,775.433
829,639.915,843.808,702.106,774.695
830,639.919,843.366,702.010,774.379
831,640.910,846.053,702.971,774.741
832,641.571,848.880,704.391,775.247
833,640.751,848.610,704.968,775.355
834,638.851,846.043,704.264,775.077
835,637.469,845.468,703.387,774.804
836,637.938,849.969,703.756,774.999
837,640.026,858.217,705.592,775.419
838,642.171,865.704,707.606,775.616
839,643.102,869.121,708.555,775.610
840,643.038,869.158,708.448,775.584
841,642.720,869.088,708.240,775.579
842,642.564,870.290,708.674,775.638
843,642.209,870.826,709.119,775.536
844,641.220,868.362,708.715,775.062
845,639.893,864.040,707.772,774.315
846,639.479,861.465,707.252,773.826
847,640.384,862.340,707.524,774.103
848,641.460,864.672,708.079,774.998
849,641.512,864.860,708.073,775.678
850,640.536,861.709,706.939,775.477
851,639.280,857.943,705.278,774.753
852,638.571,857.039,704.308,774.399
853,638.642,858.953,704.246,774.519
854,638.735,860.388,704.257,774.629
855,638.346,858.759,703.470,774.276
856,637.540,855.258,702.205,773.654
857,636.723,853.397,701.540,773.239
858,636.479,854.754,701.999,773.280
859,637.263,857.418,702.910,773.481
860,638.505,858.230,703.092,773.415
861,638.882,856.454,702.304,773.040
862,638.348,854.685,701.446,772.761
863,638.021,855.632,701.284,772.834
864,638.372,858.730,701.761,773.160
865,638.874,860.395,702.144,773.497
866,639.078,858.458,701.873,773.701
867,638.972,855.046,701.152,773.802
868,638.877,854.327,700.951,773.904
869,639.239,857.297,701.748,773.949
870,639.787,860.577,702.760,773.890
871,639.756,860.093,702.914,773.757
872,638.893,855.858,702.200,773.776
873,637.879,851.994,701.718,774.147
874,637.865,852.442,702.352,774.721
875,639.031,857.185,703.970,775.215
876,640.867,863.244,705.666,775.556
877,642.699,868.059,706.750,775.825
878,644.431,871.420,707.368,776.005
879,646.168,874.413,708.035,775.959
880,647.140,877.308,708.436,775.665
881,646.979,878.273,707.864,775.250
882,646.121,875.507,706.240,774.867
883,645.107,870.240,704.508,774.505
884,644.090,866.447,703.701,774.122
885,643.334,866.485,704.162,773.738
886,643.059,868.145,704.992,773.482
887,643.251,867.472,704.856,773.399
888,643.488,863.323,703.488,773.377
889,643.251,858.799,702.280,773.337
890,642.566,857.636,702.275,773.312
891,641.960,859.712,703.295,773.242
892,641.791,861.383,704.289,772.967
893,641.555,859.781,704.181,772.389
894,640.739,856.029,703.185,771.615
895,639.377,853.760,702.301,771.088
896,638.382,854.998,702.171,771.274
897,638.107,857.831,702.460,771.894
898,638.204,858.489,702.249,772.196
899,638.268,855.878,701.131,771.952
900,638.635,852.872,700.015,771.312
901,639.720,852.884,700.163,770.666
902,641.033,855.605,701.424,770.295
903,641.782,857.632,702.475,770.006
904,641.687,856.446,702.393,769.603
905,641.123,853.420,701.710,769.272
906,640.706,852.186,701.497,769.222
907,640.711,853.978,702.116,769.338
908,640.640,856.386,702.832,769.440
909,639.675,856.116,702.674,769.452
910,638.081,853.044,701.575,769.410
911,637.201,850.434,700.489,769.457
912,637.775,850.904,700.443,769.923
913,639.081,853.352,701.279,770.741
914,639.896,854.744,701.943,771.543
915,640.033,854.241,702.049,771.864
916,640.159,854.605,702.333,771.764
917,640.754,858.587,703.599,771.633
918,641.472,864.982,705.419,771.739
919,641.730,869.491,706.450,771.913
920,641.540,869.218,705.827,771.938
921,641.045,865.711,704.237,771.982
922,640.455,863.359,703.242,772.297
923,640.069,864.199,703.367,772.889
924,639.919,866.150,703.842,773.399
925,639.713,865.591,703.546,773.597
926,639.372,861.736,702.384,773.500
927,639.052,857.788,701.163,773.261
928,639.078,857.274,700.768,773.080
929,639.218,859.852,701.378,772.941
930,638.803,861.706,702.167,772.823
931,637.526,859.883,702.052,772.710
932,636.192,855.535,701.102,772.566
933,635.789,852.822,700.646,772.677
934,636.374,854.162,701.533,773.196
935,637.227,857.512,702.870,773.791
936,637.289,858.800,703.215,774.006
937,636.389,856.717,702.146,773.717
938,635.604,854.150,700.848,773.457
939,635.981,854.232,700.695,773.656
940,637.242,856.772,701.741,774.243
941,637.986,858.440,702.643,774.709
942,637.443,856.839,702.389,774.598
943,636.538,853.360,701.307,773.957
944,636.239,851.803,700.606,773.211
945,636.431,853.524,700.943,772.835
946,636.405,856.049,701.779,772.931
947,636.071,855.796,702.241,773.230
948,635.818,852.276,701.863,773.475
949,635.893,849.181,701.090,773.694
950,636.370,850.507,700.997,773.896
951,637.299,856.040,702.190,773.904
952,638.130,862.267,704.162,773.663
953,638.543,866.140,705.466,773.411
954,638.810,867.595,705.440,773.337
955,639.168,868.725,704.858,773.375
956,639.730,870.517,704.604,773.382
957,640.363,871.370,704.617,773.444
958,640.325,868.894,704.177,773.466
959,639.232,863.706,703.214,773.166
960,637.737,859.745,702.581,772.604
961,637.190,859.621,702.925,772.099
962,637.682,861.782,703.788,771.817
963,638.270,862.311,704.181,771.562
964,638.372,859.687,703.474,771.030
965,638.334,856.474,702.452,770.204
966,638.609,856.236,702.285,769.592
967,639.081,859.115,703.112,769.484
968,639.168,861.418,703.907,769.734
969,638.472,859.654,703.600,769.830
970,637.237,854.945,702.593,769.607
971,636.419,851.636,702.207,769.236
972,636.614,852.245,702.906,768.945
973,637.237,854.701,703.886,768.706
974,637.235,855.065,703.977,768.319
975,636.455,852.335,702.750,767.837
976,635.540,849.549,701.320,767.654
977,634.889,849.661,700.897,768.120
978,634.488,852.078,701.573,769.065
979,634.209,853.555,702.444,769.698
980,634.123,851.704,702.446,769.592
981,634.460,847.812,701.699,769.166
982,635.353,845.761,701.283,769.265
983,636.374,847.818,701.785,770.085
984,636.806,852.685,702.763,771.087
985,636.652,857.418,703.523,771.533
986,636.592,860.602,703.824,771.573
987,637.175,863.301,704.146,771.633
988,637.903,866.970,704.717,771.999
989,638.059,870.898,705.262,772.492
990,637.284,872.458,705.227,772.792
991,635.931,870.295,704.459,772.599
992,634.481,866.775,703.455,772.043
993,633.379,865.929,703.114,771.587
994,633.047,868.800,703.762,771.518
995,633.289,872.261,704.547,771.609
996,633.441,872.111,704.166,771.420
997,633.244,868.135,702.670,770.931
998,633.227,864.776,701.552,770.586
999,633.891,865.852,701.702,770.614
1000,634.931,870.007,702.440,770.906
1001,635.576,872.733,702.589,771.268
1002,635.566,871.218,701.901,771.446
1003,635.325,867.779,701.195,771.257
1004,635.346,866.594,701.404,770.992
1005,635.604,868.840,702.338,770.990
1006,635.905,871.313,702.969,771.125
1007,636.175,870.387,702.406,770.994
1008,636.583,866.409,700.919,770.613
1009,636.893,863.289,699.754,770.356
1010,636.637,863.888,699.939,770.449
1011,635.682,866.730,701.035,770.811
1012,634.727,867.766,701.862,771.112
1013,634.171,865.207,701.673,771.078
1014,634.173,861.349,700.953,770.798
1015,634.694,859.782,700.781,770.738
1016,635.457,861.715,701.548,771.053
1017,636.230,865.424,702.653,771.509
1018,636.718,868.593,703.329,771.882
1019,636.986,870.942,703.422,772.198
1020,637.142,873.805,703.572,772.507
1021,637.512,877.606,704.226,772.776
1022,638.145,880.535,704.826,772.882
1023,638.531,880.269,704.515,772.652
1024,638.036,876.628,703.150,772.259
1025,637.232,872.753,701.950,772.192
1026,637.007,871.980,701.891,772.614
1027,637.462,874.178,702.611,773.121
1028,637.860,876.016,702.934,773.185
1029,637.495,874.548,702.398,772.713
1030,636.427,870.804,701.663,772.151
1031,635.512,868.436,701.708,772.027
1032,635.389,869.696,702.612,772.351
1033,635.960,872.614,703.517,772.897
1034,636.472,873.171,703.334,773.407
1035,636.104,870.151,701.948,773.657
1036,635.081,866.630,700.418,773.661
1037,634.528,866.418,700.042,773.570
1038,635.088,869.251,700.733,773.466
1039,636.085,871.415,701.350,773.323
1040,636.320,870.306,701.159,773.096
1041,635.614,867.269,700.499,772.870
1042,634.685,866.101,700.267,772.712
1043,633.962,868.379,700.635,772.635
1044,633.325,871.752,700.891,772.492
1045,632.962,872.517,700.367,772.283
1046,633.128,869.983,699.398,772.145
1047,633.654,867.560,698.946,772.207
1048,634.427,868.417,699.512,772.612
1049,635.291,872.241,700.943,773.370
1050,635.889,876.279,702.500,774.283
1051,636.026,878.934,703.554,775.131
1052,636.190,881.386,704.420,775.876
1053,636.941,885.214,705.606,776.340
1054,638.126,889.851,706.684,776.453
1055,638.528,892.496,706.874,776.394
1056,637.557,890.868,705.827,776.302
1057,635.934,886.053,704.181,776.309
1058,634.905,882.201,703.088,776.425
1059,635.092,882.146,703.145,776.655
1060,635.367,884.315,703.778,776.645
1061,634.661,884.604,704.001,776.109
1062,633.102,881.174,703.369,775.090
1063,631.936,876.795,702.373,774.174
1064,631.950,875.647,702.118,773.898
1065,632.600,877.933,702.940,774.322
1066,632.711,879.951,703.691,774.971
1067,631.945,878.309,703.251,775.287
1068,630.981,873.760,701.848,775.066
1069,630.678,870.613,700.857,774.711
1070,631.303,871.616,701.223,774.605
1071,632.076,874.830,702.355,774.642
1072,632.166,875.958,702.828,774.221
1073,631.668,873.363,701.989,773.348
1074,631.261,869.988,700.677,772.686
1075,631.588,869.681,700.275,772.607
1076,632.509,872.576,701.073,772.896
1077,633.261,875.109,702.090,773.150
1078,633.299,874.059,702.186,773.203
1079,632.917,870.445,701.537,773.204
1080,632.552,868.481,701.178,773.231
1081,632.573,870.283,701.647,773.227
1082,633.175,873.493,702.188,773.138
1083,633.699,873.979,701.861,773.111
1084,633.443,870.789,700.891,773.114
1085,632.801,867.572,700.529,773.087
1086,632.756,868.775,701.484,773.259
1087,633.756,874.796,703.032,773.762
1088,635.213,881.508,703.980,774.295
1089,636.491,884.620,703.836,774.496
1090,637.400,883.790,703.035,774.412
1091,638.118,882.534,702.572,774.277
1092,638.488,883.773,703.168,774.102
1093,638.507,886.348,704.368,773.707
1094,638.367,886.407,704.667,772.985
1095,638.232,882.603,703.598,772.233
1096,638.232,878.429,702.325,771.710
1097,638.408,878.017,702.107,771.398
1098,638.704,880.717,702.759,771.191
1099,638.685,882.067,703.227,771.013
1100,638.071,879.231,702.891,770.792
1101,637.289,874.640,702.215,770.721
1102,637.156,872.808,701.964,771.185
1103,638.322,874.962,702.399,772.156
1104,640.258,877.791,702.886,772.982
1105,641.611,877.240,702.575,773.086
1106,641.697,873.127,701.496,772.580
1107,641.123,869.402,700.832,772.133
1108,640.794,869.538,701.466,772.280
1109,641.064,872.379,702.808,772.745
1110,641.154,873.852,703.310,772.809
1111,640.365,871.713,702.420,772.490
1112,638.948,868.267,701.076,772.175
1113,637.991,867.227,700.618,772.204
1114,638.415,869.344,701.329,772.476
1115,639.969,871.663,702.334,772.779
1116,641.199,871.202,702.553,772.841
1117,641.130,868.306,702.077,772.698
1118,640.325,866.120,701.834,772.520
1119,639.685,866.804,702.214,772.791
1120,639.329,869.570,702.863,773.650
1121,638.848,872.245,703.291,774.726
1122,638.306,874.032,703.517,775.359
1123,638.097,876.436,704.157,775.435
1124,638.711,880.621,705.740,775.419
1125,639.822,885.393,707.782,775.654
1126,640.701,888.070,709.126,776.028
1127,640.820,886.875,708.941,776.130
1128,640.457,883.119,707.558,775.879
1129,640.057,880.265,706.415,775.593
1130,640.021,880.433,706.492,775.607
1131,640.242,882.394,707.254,775.610
1132,640.322,882.753,707.498,775.212
1133,639.822,880.013,706.832,774.511
1134,638.998,876.536,705.885,773.955
1135,638.536,875.845,705.490,773.820
1136,638.666,877.892,705.863,774.047
1137,638.806,878.969,706.341,774.342
1138,638.239,876.293,705.991,774.365
1139,637.043,871.548,704.971,774.100
1140,635.976,868.929,704.280,773.881
1141,635.827,870.248,704.585,773.768
1142,636.227,872.993,705.400,773.734
1143,636.351,873.356,705.407,773.593
1144,635.815,870.633,704.107,773.358
1145,635.287,867.983,702.596,773.089
1146,635.270,868.665,702.403,772.943
1147,635.581,872.178,703.420,772.913
1148,635.941,874.897,704.297,772.969
1149,636.002,874.170,704.284,772.941
1150,635.645,871.686,703.891,773.032
1151,635.528,871.159,703.952,773.484
1152,635.964,873.839,704.647,774.153
1153,636.457,877.048,705.411,774.497
1154,636.540,877.157,705.373,774.432
1155,635.893,873.859,704.443,774.313
1156,635.045,870.549,703.678,774.497
1157,634.538,870.773,704.060,775.090
1158,634.640,874.781,705.471,775.834
1159,634.855,880.010,706.857,776.291
1160,635.071,884.190,707.534,776.286
1161,635.635,887.415,707.721,775.859
1162,636.704,891.195,708.111,775.233
1163,637.848,895.689,708.993,774.717
1164,638.216,898.409,709.922,774.625
1165,637.256,896.697,710.111,774.876
1166,635.713,891.547,709.482,775.051
1167,634.818,887.558,708.705,774.992
1168,635.282,887.763,708.384,774.783
1169,636.211,890.236,708.325,774.447
1170,636.483,890.802,708.049,774.083
1171,635.955,887.774,707.411,773.958
1172,635.614,883.788,707.007,774.120
1173,636.258,882.518,707.385,774.536
1174,637.355,884.172,708.326,775.009
1175,637.865,885.436,709.075,775.305
1176,637.126,883.405,708.784,775.270
1177,635.526,879.126,707.405,775.066
1178,634.270,876.289,705.838,774.983
1179,634.175,877.138,705.362,775.064
1180,634.924,879.611,706.018,775.231
1181,635.744,879.908,706.580,775.397
1182,636.438,876.841,706.123,775.519
1183,637.178,873.580,705.380,775.691
1184,637.829,873.746,705.285,775.835
1185,637.905,877.198,705.806,775.917
1186,637.403,880.394,705.993,775.855
1187,636.500,880.321,705.306,775.718
1188,635.789,877.883,704.141,775.752
1189,635.723,876.679,703.244,776.168
1190,636.360,878.766,703.101,777.063
1191,637.031,882.545,703.699,778.008
1192,637.178,885.136,704.457,778.475
1193,636.983,886.304,704.952,778.285
1194,637.192,888.814,705.522,777.849
1195,637.730,894.235,706.654,777.693
1196,638.057,900.177,707.917,777.837
1197,637.815,902.535,708.511,777.917
1198,636.853,899.726,708.061,777.767
1199,635.358,894.686,706.944,777.604
1200,634.166,892.157,705.917,777.700
1201,633.628,893.771,705.723,777.948
1202,633.566,896.622,705.994,778.154
1203,633.403,896.418,705.506,778.181
1204,633.159,892.258,704.025,777.915
1205,633.076,887.811,702.860,777.371
1206,633.306,886.910,703.219,776.877
1207,633.602,888.934,704.458,776.665
1208,633.505,889.945,705.160,776.609
1209,632.962,887.610,704.465,776.554
1210,632.211,883.922,702.865,776.696
1211,631.754,882.701,701.577,777.220
1212,631.796,884.973,701.384,777.995
1213,632.301,887.723,701.839,778.527
