 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
142,521.235,640.329,575.593,589.864,600.420,565.801,517.640,579.479,564.896,631.168,500.445,627.109,622.646,642.294,634.960,640.342,520.523,524.174,527.383,483.252,510.851,435.693,566.078,507.481
143,521.760,639.980,576.743,591.133,600.916,566.011,517.782,579.819,564.566,630.814,500.332,627.361,621.729,642.842,635.462,641.203,520.738,524.018,526.985,482.667,510.564,435.177,566.091,507.175
144,522.105,640.136,578.569,592.535,600.389,566.231,517.809,580.328,563.593,629.880,500.212,627.644,620.526,643.612,636.306,642.467,520.883,524.103,526.342,481.992,510.413,434.794,566.118,507.087
145,522.250,640.770,580.055,593.252,599.031,566.160,517.588,580.680,562.555,628.839,500.235,627.968,618.929,644.244,637.164,643.838,521.037,524.450,525.644,481.719,510.073,434.562,566.251,507.140
146,522.294,640.901,580.818,592.753,598.198,566.025,517.354,580.609,562.222,628.117,500.422,627.998,618.683,644.096,637.355,644.476,521.136,524.694,525.506,481.964,509.400,434.203,566.341,506.900
147,522.338,640.265,580.988,591.618,598.427,565.861,517.411,580.542,562.528,627.703,500.543,627.309,620.591,643.092,636.719,644.043,521.203,524.692,526.115,482.357,508.667,433.786,566.293,506.378
148,522.381,639.841,580.830,590.684,599.038,565.385,517.703,580.843,562.678,627.570,500.396,626.209,622.854,642.108,635.980,642.963,521.491,524.543,526.966,482.497,508.515,433.580,566.218,506.104
149,522.570,640.435,580.530,590.205,598.817,564.721,517.898,581.224,562.231,627.841,500.115,625.488,622.914,641.792,635.903,642.210,522.226,524.166,527.327,482.347,509.255,433.713,566.326,506.368
150,522.815,641.557,580.419,590.133,597.496,564.335,517.910,581.578,561.604,628.416,499.956,625.641,621.489,642.074,636.394,642.045,523.007,523.542,527.103,482.258,510.585,434.212,566.791,506.598
151,522.726,641.737,580.640,590.385,596.687,564.590,517.874,581.823,561.254,629.076,499.992,626.226,621.117,642.292,636.696,641.898,523.077,522.963,526.703,482.446,511.715,435.212,567.477,506.332
152,522.294,640.448,580.822,590.712,597.985,565.612,517.901,581.670,561.375,629.448,500.131,626.361,622.806,641.964,636.320,641.313,522.105,522.486,526.550,482.799,512.087,436.223,568.060,505.640
153,521.927,638.718,580.945,590.524,600.969,567.007,517.957,581.008,561.890,629.630,500.080,625.683,625.160,641.117,635.519,640.723,520.669,522.152,526.602,483.009,511.580,436.594,568.241,505.054
154,521.722,637.804,581.308,589.931,603.313,567.931,518.017,580.279,562.513,629.653,499.700,624.717,626.311,640.310,634.925,640.833,519.717,521.875,526.482,482.817,510.327,436.168,568.066,504.933
155,521.628,637.849,581.664,589.543,603.779,568.065,518.025,579.841,562.903,629.418,499.142,624.141,625.940,639.930,634.788,641.903,519.656,521.597,526.118,482.437,508.951,435.414,567.750,505.289
156,521.522,638.071,581.506,589.551,603.351,567.950,517.921,579.640,563.002,628.782,498.723,623.941,625.303,639.594,634.858,643.134,520.088,521.333,525.948,482.116,508.158,434.774,567.542,505.753
157,521.512,637.776,580.613,589.554,604.069,568.072,517.748,579.385,562.936,627.924,498.743,623.717,625.746,638.486,634.757,643.491,520.535,521.309,526.452,481.965,508.362,434.481,567.356,505.728
158,521.716,637.096,579.265,589.349,605.725,568.497,517.509,579.126,562.852,627.326,499.164,623.410,626.814,636.841,634.354,642.909,520.783,521.256,527.427,481.980,509.262,434.957,567.104,505.102
159,522.202,636.659,578.194,589.011,607.015,569.043,517.318,579.161,562.636,627.382,499.632,623.420,627.137,635.942,633.850,642.358,520.938,521.045,528.079,482.296,509.998,435.788,567.038,504.552
160,522.814,636.944,577.767,588.820,606.634,569.244,517.225,579.360,562.297,628.039,499.740,623.927,626.051,636.326,633.699,642.639,521.108,520.739,527.784,483.001,510.082,436.357,567.397,504.506
161,523.557,637.456,577.834,588.795,604.786,568.999,517.278,579.230,561.951,628.545,499.469,624.245,624.769,637.004,633.696,643.497,521.320,520.487,526.840,483.658,509.662,436.522,567.891,504.749
162,524.279,637.529,577.897,588.823,603.244,568.556,517.516,578.542,562.072,628.048,499.279,623.734,624.886,637.075,633.464,643.775,521.504,520.218,525.700,483.716,509.111,436.933,567.985,504.815
163,524.694,637.049,578.083,588.726,603.305,568.522,517.772,577.900,562.854,626.963,499.478,622.719,626.514,636.742,632.921,643.225,521.726,520.155,524.573,483.077,508.518,437.612,567.554,504.641
164,524.852,636.747,578.640,588.319,604.595,569.042,517.701,578.000,563.786,626.177,499.962,622.104,628.077,636.608,632.444,642.828,522.124,520.259,523.713,482.144,507.647,437.971,567.006,504.755
165,524.987,637.312,579.676,587.762,605.214,569.589,517.245,578.731,564.002,626.034,500.259,622.303,627.911,637.093,632.405,643.413,522.613,520.553,523.226,481.613,506.631,437.339,566.763,505.335
166,525.102,638.301,580.526,587.693,604.443,569.608,516.767,579.607,563.447,626.108,500.195,622.870,625.946,637.830,632.795,644.257,522.913,520.964,523.366,481.743,506.231,436.061,566.985,505.945
167,524.979,638.706,580.423,588.377,603.382,569.408,516.454,580.283,562.947,626.041,500.031,623.100,624.117,637.872,633.180,644.031,522.752,521.322,523.983,482.023,506.709,435.052,567.394,506.062
168,524.576,638.116,579.083,589.341,603.664,569.518,516.266,580.652,563.225,625.956,500.080,622.969,623.934,636.686,633.151,642.671,522.145,521.374,524.676,481.986,507.545,435.032,567.561,505.777
169,524.175,637.170,577.447,589.695,605.588,569.997,516.342,580.729,563.898,625.770,500.212,623.062,624.783,635.010,632.587,641.418,521.387,520.894,525.098,481.566,508.213,435.904,567.298,505.547
170,524.136,637.104,576.676,589.321,607.939,570.157,516.726,580.778,563.998,625.359,500.181,623.580,624.740,634.281,631.938,641.169,520.993,520.103,525.221,481.021,508.611,436.725,566.845,505.837
171,524.465,638.354,577.115,588.693,608.695,569.562,517.102,581.059,563.142,624.749,499.948,624.184,622.974,635.324,631.698,641.705,521.108,519.755,525.209,480.671,508.811,436.577,566.527,506.620
172,524.859,639.745,578.190,588.346,606.954,568.474,517.133,581.340,561.782,624.145,499.725,624.724,620.520,637.276,631.852,642.411,521.463,520.160,524.889,480.860,508.718,435.403,566.509,507.267
173,525.062,640.021,578.957,588.579,604.420,567.710,516.923,581.340,560.939,623.844,499.717,625.268,618.994,638.572,631.848,643.029,521.828,520.884,524.265,481.608,508.585,433.951,566.561,507.151
174,524.966,639.134,579.111,588.911,603.351,567.450,516.881,581.047,561.070,624.124,499.884,625.590,618.480,638.804,631.490,643.536,522.174,521.189,523.813,482.393,508.605,433.241,566.454,506.333
175,524.784,638.378,578.881,589.019,603.183,567.157,517.202,580.798,561.636,624.924,499.973,625.710,617.729,638.920,631.170,644.039,522.510,521.057,523.757,482.560,508.884,433.588,566.387,505.644
176,524.558,638.670,578.672,589.047,602.359,566.442,517.591,580.784,561.725,625.917,499.950,625.815,616.214,639.875,631.114,644.661,522.823,521.095,523.695,482.197,509.260,434.383,566.643,505.859
177,524.338,639.661,578.810,588.992,600.931,565.485,517.531,580.833,561.290,626.724,499.967,625.780,615.369,641.366,631.119,645.079,522.958,521.458,523.450,481.940,509.604,434.887,566.969,506.580
178,524.145,639.939,579.067,588.659,600.885,564.989,517.163,580.674,561.248,626.963,500.034,625.555,616.523,642.040,630.861,644.927,522.832,521.651,523.435,482.001,509.875,435.191,567.057,506.990
179,523.946,638.916,579.146,588.393,602.794,565.521,516.833,580.340,562.068,626.777,500.012,625.128,619.069,641.213,630.260,644.124,522.385,521.295,523.865,482.285,509.753,435.206,567.078,506.656
180,523.856,637.396,579.269,588.634,604.908,566.536,516.800,580.024,562.867,626.595,499.896,624.765,620.660,639.606,629.713,643.162,521.860,520.824,524.523,482.542,509.435,434.800,567.188,505.980
181,524.023,636.624,579.791,589.374,605.267,567.196,517.047,579.868,562.335,626.703,499.785,624.512,620.171,638.599,629.585,642.619,521.562,520.865,525.128,482.841,509.407,434.330,567.378,505.532
182,524.272,636.773,580.522,590.252,603.893,567.244,517.512,579.864,560.487,626.740,499.806,624.338,618.577,638.413,629.701,642.696,521.489,521.530,525.526,483.095,509.975,434.359,567.506,505.135
183,524.458,637.057,580.379,590.809,603.046,567.250,517.960,579.778,558.994,626.313,500.119,624.094,618.111,638.315,629.546,642.960,521.478,522.173,526.052,483.044,510.729,434.730,567.328,504.573
184,524.657,636.819,579.482,590.593,604.397,567.694,518.082,579.273,558.919,625.710,500.682,623.580,619.666,637.635,628.824,642.802,521.506,522.244,526.892,482.563,511.167,434.942,566.812,503.959
185,524.854,636.117,578.490,589.875,607.366,568.513,517.996,578.527,559.913,625.285,501.179,622.819,622.020,636.642,627.780,642.198,521.563,522.022,527.799,482.192,511.189,435.154,566.103,503.753
186,524.953,635.432,578.221,589.396,609.817,569.194,517.877,578.102,560.786,624.770,501.377,622.169,623.074,636.154,627.001,641.882,521.602,522.058,528.189,482.209,511.004,435.658,565.527,504.223
187,524.914,635.189,578.316,589.596,610.344,569.410,517.710,578.334,561.214,623.855,501.306,621.933,622.151,636.303,626.798,642.196,521.628,522.552,527.857,482.273,510.936,436.377,565.213,504.973
188,524.618,634.981,578.190,589.997,609.649,569.271,517.331,578.969,561.555,622.857,501.182,621.873,620.849,636.472,627.039,642.658,521.689,523.251,527.197,481.745,510.935,436.768,565.097,505.461
189,523.870,634.114,577.684,590.197,609.145,569.172,517.053,579.360,562.169,622.239,501.166,621.512,621.029,636.176,627.503,642.677,521.590,523.675,526.742,480.661,511.049,436.852,564.898,505.543
190,522.906,632.569,577.040,589.997,609.511,569.253,517.056,579.401,562.746,622.071,501.251,620.797,622.846,635.671,627.947,642.124,521.402,523.642,526.754,479.664,511.396,436.806,564.593,505.256
191,522.199,631.631,576.700,589.637,609.489,569.136,517.340,579.652,562.729,622.223,501.302,620.376,624.651,635.620,628.443,641.685,521.301,523.362,526.840,479.592,511.795,436.594,564.502,504.765
192,522.151,632.321,577.170,589.382,607.763,568.293,517.848,580.344,561.987,622.510,501.241,620.818,625.043,636.375,629.157,641.985,521.405,523.169,526.597,480.312,511.822,436.035,564.781,504.414
193,522.544,634.266,578.300,589.197,604.908,566.997,518.440,581.020,561.161,622.982,501.115,621.991,624.177,637.177,630.030,642.777,521.473,523.136,526.373,481.203,511.271,435.278,565.141,504.581
194,522.874,635.721,579.561,588.864,602.893,566.276,518.949,580.684,560.907,623.763,501.016,623.002,623.709,637.041,630.821,643.313,521.081,522.957,526.830,481.434,510.576,434.823,565.323,505.044
195,522.713,635.616,580.320,588.512,602.924,566.721,519.074,579.287,561.386,624.660,501.018,623.311,624.589,635.914,631.175,643.215,520.330,522.523,527.811,481.068,510.478,434.925,565.346,505.204
196,522.059,634.789,580.854,588.670,604.298,567.835,518.678,578.051,562.153,625.101,501.000,623.327,625.626,634.716,631.151,642.774,519.749,522.014,528.518,480.772,510.916,435.510,565.332,505.123
197,521.456,634.540,581.470,589.402,605.298,568.547,518.171,578.134,562.400,624.989,500.843,623.320,624.974,634.274,631.349,642.583,519.723,522.025,528.310,481.035,511.302,436.029,565.364,505.389
198,521.326,635.129,581.731,590.413,605.191,568.360,517.879,579.615,561.939,624.464,500.648,623.155,622.471,634.702,631.993,642.946,520.015,522.777,527.649,481.471,511.411,436.365,565.613,505.971
199,521.639,635.634,581.142,591.335,604.718,567.747,517.795,581.124,561.432,623.876,500.566,622.738,620.054,635.258,632.629,643.538,520.183,523.731,527.418,481.785,511.169,436.988,565.926,506.231
200,522.078,635.325,579.783,591.831,605.328,567.468,517.774,581.128,561.566,623.400,500.571,622.178,619.617,635.254,632.555,643.671,520.232,524.181,527.413,481.898,510.545,438.235,566.082,505.871
201,522.366,634.586,578.605,591.432,607.160,567.819,517.824,579.984,562.322,623.108,500.574,621.610,621.069,634.915,631.750,643.365,520.470,524.205,527.120,481.985,509.689,439.209,565.944,505.335
202,522.402,634.653,578.391,590.607,608.420,568.196,517.888,579.198,562.909,623.188,500.595,621.254,622.106,635.075,630.877,643.408,520.924,524.414,526.221,482.126,508.902,439.020,565.649,505.219
203,522.315,635.855,578.933,590.346,608.229,568.015,517.851,579.809,562.733,623.651,500.773,621.338,620.994,636.012,630.703,644.414,521.468,525.103,525.194,482.494,508.389,437.554,565.598,505.616
204,522.302,637.167,579.561,591.152,606.908,566.994,517.722,581.338,562.051,624.205,501.107,621.778,618.494,637.306,631.295,645.870,521.921,525.895,524.641,483.015,508.244,435.843,565.739,506.105
205,522.564,637.761,579.980,592.294,605.366,565.665,517.727,582.403,561.750,624.655,501.455,622.087,616.611,638.427,631.909,646.705,522.200,526.223,524.705,483.532,508.278,434.661,565.782,506.262
206,523.081,637.828,580.379,592.648,604.000,564.799,517.895,582.475,562.252,624.906,501.654,622.072,616.100,639.165,632.062,646.612,522.197,525.982,524.828,483.737,508.322,434.594,565.680,506.017
207,523.730,638.079,580.538,591.814,602.443,564.696,518.197,582.177,562.610,625.083,501.473,622.026,616.366,639.846,632.091,646.303,521.972,525.639,524.602,483.471,508.251,435.380,565.567,505.911
208,524.205,638.719,580.087,590.380,600.748,565.051,518.388,582.422,562.085,625.676,500.983,622.121,616.394,640.730,632.397,646.608,521.903,525.519,523.909,482.970,508.025,436.284,565.492,506.278
209,524.199,639.049,579.221,589.238,599.779,565.511,518.471,583.253,561.140,626.563,500.546,622.173,616.291,641.431,632.772,647.443,522.245,525.698,523.334,482.658,508.011,436.652,565.558,506.723
210,523.534,638.566,578.767,588.837,600.344,566.221,518.553,584.102,560.917,627.069,500.420,622.153,616.511,641.277,632.657,647.928,522.886,525.868,523.322,482.625,508.613,436.212,565.741,506.633
211,522.536,637.375,579.233,589.086,602.122,567.132,518.588,584.544,561.710,626.690,500.557,622.009,617.546,639.933,631.860,647.542,523.436,525.638,523.855,482.392,509.433,435.296,565.802,505.990
212,521.767,636.253,580.285,589.715,603.672,567.799,518.323,584.576,562.559,625.924,500.748,621.818,619.060,638.409,630.699,646.647,523.583,524.988,524.545,481.892,509.855,434.641,565.420,505.542
213,521.686,635.971,581.553,590.626,603.282,567.943,517.795,584.513,562.347,625.524,500.867,621.707,619.731,637.754,629.719,646.136,523.565,524.306,525.248,481.354,509.702,434.530,564.817,505.730
214,522.253,636.404,582.375,591.687,601.573,567.647,517.340,584.305,561.203,625.607,500.874,621.900,619.171,638.010,629.242,646.330,523.606,523.902,525.853,481.207,509.231,434.835,564.385,506.301
215,523.047,636.696,582.518,592.321,600.626,567.292,517.409,583.758,560.373,626.009,500.880,622.309,619.263,638.440,628.990,646.465,523.598,523.809,526.393,481.476,508.729,435.067,564.392,506.461
216,523.530,636.090,581.755,592.338,601.786,567.283,518.000,582.452,560.566,626.053,501.026,622.426,621.777,638.542,628.639,645.591,523.309,523.931,526.953,482.069,508.460,434.983,564.667,505.717
217,523.542,634.622,580.194,591.856,604.443,567.626,518.681,580.745,561.362,625.418,501.315,622.084,625.854,638.385,628.039,643.915,522.764,524.100,527.204,482.629,508.456,434.762,564.811,504.574
218,523.172,633.504,578.743,591.623,607.015,568.104,518.881,579.782,562.042,624.395,501.553,621.847,628.891,638.353,627.543,642.677,522.327,524.419,526.931,482.872,508.885,434.722,564.852,504.094
219,522.638,633.624,578.071,591.892,608.397,568.499,518.474,580.222,562.100,623.667,501.593,622.442,630.009,638.536,627.537,642.725,522.248,524.731,526.735,482.712,509.498,434.849,565.015,504.719
220,521.977,634.471,578.312,592.008,608.794,568.824,517.926,581.379,561.816,623.582,501.469,623.788,630.546,638.593,627.745,643.472,522.590,524.837,527.346,482.281,509.922,434.936,565.494,505.688
221,521.437,634.919,578.933,591.197,609.588,569.100,517.873,582.075,561.818,623.851,501.203,625.255,632.240,638.215,627.652,643.829,523.118,524.749,528.467,481.775,509.956,435.125,565.916,506.086
222,521.248,634.448,579.194,589.618,611.214,569.449,518.497,581.713,562.487,624.076,501.017,626.449,634.846,637.276,627.170,643.374,523.594,524.626,529.430,481.402,509.607,435.754,565.904,505.625
223,521.531,633.576,578.739,588.568,612.527,569.796,519.380,580.745,563.261,623.938,501.043,627.409,636.440,636.224,626.712,642.820,523.668,524.680,529.627,481.273,508.945,436.472,565.566,504.951
224,522.190,633.064,578.375,588.726,611.977,569.926,520.020,580.081,563.246,623.848,501.137,628.192,635.783,635.897,626.586,643.050,523.300,524.980,529.199,481.402,508.038,436.472,565.093,504.852
225,522.902,633.230,578.530,589.565,610.214,569.721,519.922,580.318,562.720,624.122,501.208,628.797,633.680,636.531,626.655,644.005,522.841,525.203,528.853,481.553,507.336,435.635,564.631,505.174
226,523.229,633.566,578.787,589.839,609.023,569.329,519.158,581.167,562.606,624.736,501.203,629.138,632.071,637.252,626.467,644.618,522.531,525.020,528.961,481.377,507.236,434.528,564.317,505.134
227,523.044,633.470,578.632,589.357,608.557,568.983,518.318,581.870,563.354,625.207,501.160,629.349,631.697,637.218,625.889,644.088,522.299,524.463,529.123,481.068,507.536,433.797,564.373,504.377
228,522.855,633.232,578.285,588.936,607.710,568.889,518.040,582.083,563.960,625.303,501.051,629.491,631.729,636.583,625.296,643.065,522.087,523.845,528.695,481.122,507.756,433.722,564.839,503.644
229,523.053,633.495,578.486,589.111,605.687,568.963,518.149,582.136,563.854,625.264,500.931,629.674,630.914,636.144,625.225,642.592,522.230,523.514,527.767,481.710,507.931,434.310,565.329,503.747
