 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
147,268.714,282.395,268.714,261.145,290.504,274.708,260.355,256.922,259.597,250.258,259.690,263.897,387.145,256.829,248.230,254.019,249.923,257.017,260.121,254.880,255.280,254.301
148,270.037,281.970,269.906,261.684,289.908,275.098,259.705,257.996,259.853,249.941,259.759,264.354,387.721,256.675,248.388,254.313,250.133,257.294,259.921,255.292,255.495,254.145
149,271.562,281.669,270.679,262.333,289.508,274.735,258.730,258.719,260.096,250.021,259.959,264.184,387.840,256.414,248.490,253.924,250.645,257.392,259.654,255.612,255.400,253.906
150,272.931,281.564,270.833,262.893,289.407,273.620,258.101,258.738,260.198,250.220,260.045,264.067,387.329,256.219,248.409,252.949,250.937,257.117,259.886,255.631,255.302,253.954
151,273.544,281.544,270.665,263.402,289.201,272.314,258.136,258.570,260.123,249.720,259.943,264.054,386.276,256.129,248.241,252.209,250.804,256.626,260.746,255.342,255.433,254.177
152,272.968,281.439,270.613,263.850,288.732,271.710,258.327,258.770,260.068,249.134,259.747,263.821,385.233,256.038,248.095,252.154,250.801,256.147,261.689,254.896,255.885,254.303
153,271.719,281.125,270.930,264.329,288.082,272.153,258.364,259.473,260.447,249.070,259.706,263.130,384.623,255.755,247.894,252.592,251.072,255.877,262.307,254.270,256.350,254.281
154,270.779,280.564,271.213,264.731,287.325,272.877,258.371,260.066,261.461,250.140,259.747,262.502,384.276,255.337,247.646,253.110,251.280,255.853,262.396,253.395,256.640,254.452
155,270.461,279.890,271.240,265.017,286.442,273.434,258.283,260.035,262.573,251.726,259.792,262.430,383.812,254.956,247.513,253.687,251.203,255.703,261.989,252.443,256.690,254.922
156,270.046,279.355,270.976,264.919,285.455,273.568,258.115,259.340,263.177,253.108,259.800,262.883,383.026,254.859,247.426,254.230,251.019,255.472,261.146,251.933,256.720,255.335
157,269.097,278.984,270.683,264.265,284.466,273.448,257.795,258.551,263.102,253.581,259.727,263.094,382.178,254.960,247.489,254.351,250.977,255.069,260.443,252.176,256.668,255.054
158,268.217,278.708,270.557,263.526,283.682,273.423,257.544,258.219,262.676,253.323,259.473,262.637,381.427,254.926,247.675,253.831,251.023,254.580,260.168,252.716,256.553,254.112
159,268.143,278.512,270.669,263.325,283.441,273.519,257.412,258.215,262.089,252.844,258.886,262.090,380.653,254.863,247.869,253.019,250.995,254.089,259.964,252.882,256.545,253.116
160,268.488,278.349,270.735,263.487,283.798,273.721,257.108,257.848,261.543,252.844,258.384,262.081,379.893,255.058,248.049,252.425,251.164,254.004,259.696,252.682,256.410,253.052
161,268.355,278.043,270.526,263.269,284.167,273.850,256.608,257.203,261.143,253.258,258.286,262.646,379.248,255.408,248.268,252.332,251.806,254.420,259.250,252.588,255.918,253.849
162,267.926,277.536,270.275,262.397,284.127,273.852,256.493,256.914,260.949,253.597,258.547,263.300,378.841,255.825,248.335,252.609,252.685,254.870,258.750,252.928,255.143,254.709
163,267.853,277.032,270.408,261.282,283.769,273.754,257.028,257.465,261.379,253.435,258.845,263.444,378.497,256.040,248.192,252.958,253.220,254.946,258.525,253.754,254.751,254.904
164,268.152,276.842,271.077,260.487,283.579,273.585,257.885,258.684,262.485,252.543,258.555,263.251,377.914,255.998,247.797,253.066,253.257,254.628,258.825,254.793,254.843,254.333
165,268.180,277.099,272.258,260.034,283.571,273.361,258.654,260.078,263.672,251.247,257.833,263.327,376.839,255.749,247.460,252.850,253.079,254.431,259.429,255.294,255.187,253.550
166,267.820,277.357,273.477,260.000,283.523,273.087,259.111,260.891,264.478,250.145,257.212,263.336,375.404,255.484,247.403,252.683,252.694,254.636,259.711,254.827,255.350,253.024
167,267.705,277.232,274.094,260.333,283.391,273.066,258.988,260.887,264.669,249.462,257.057,262.807,374.018,255.243,247.437,252.660,252.388,254.838,259.404,253.819,255.332,252.964
168,268.083,276.755,273.888,260.889,283.256,273.262,258.650,260.578,264.266,248.946,256.882,261.919,372.951,255.002,247.451,252.761,252.397,254.619,258.686,252.933,255.308,253.046
169,268.631,276.284,273.084,261.355,282.994,273.363,258.772,260.652,263.741,248.661,256.135,261.287,372.132,255.080,247.546,252.708,252.874,254.097,257.979,252.371,255.332,252.974
170,269.138,276.036,272.390,261.513,282.682,273.087,259.422,261.457,263.177,248.909,255.118,261.157,371.195,255.598,247.840,252.710,253.388,253.632,257.525,251.824,255.509,252.741
171,269.346,275.860,272.376,261.611,282.416,272.328,259.885,262.719,262.819,249.403,254.580,261.170,370.040,256.287,248.243,252.751,253.516,253.381,257.196,251.328,255.887,252.590
172,269.226,275.800,272.909,261.547,282.127,271.339,259.366,263.668,262.611,249.398,254.902,261.408,368.921,256.530,248.563,252.732,252.914,253.152,257.036,251.231,256.213,252.562
173,268.585,275.887,273.613,261.214,281.778,270.481,258.253,264.090,262.491,249.048,255.600,261.973,367.999,256.149,248.567,252.645,252.016,252.970,257.575,251.600,256.044,252.550
174,267.433,276.004,273.986,260.821,281.399,270.014,257.435,264.199,262.300,249.011,255.853,262.296,367.296,255.536,248.506,252.586,251.549,252.742,258.425,252.063,255.513,252.637
175,265.968,275.953,273.923,260.406,281.055,270.156,257.318,264.242,261.976,249.661,255.249,261.789,366.791,255.217,248.272,252.579,251.834,252.422,259.096,252.484,255.018,252.797
176,264.954,275.556,273.376,259.769,280.652,270.779,257.659,264.160,261.526,250.769,254.355,260.762,366.258,255.205,248.070,252.412,252.390,252.035,259.500,253.200,254.755,252.940
177,264.760,274.842,272.509,258.970,280.277,271.568,257.917,264.180,261.270,251.489,254.065,259.596,365.411,255.064,248.144,252.097,252.706,251.489,259.825,254.118,254.618,252.910
178,264.857,274.171,271.920,258.402,280.210,271.932,258.000,264.246,261.225,251.301,254.731,258.632,364.224,254.576,248.432,251.867,252.841,250.996,260.125,254.923,254.590,252.829
179,264.770,273.816,272.066,258.291,280.448,271.773,258.021,264.129,261.154,250.543,255.984,257.933,363.147,254.066,248.570,252.015,252.935,250.723,260.004,255.308,254.696,252.817
180,264.608,273.669,272.439,258.564,280.417,271.527,258.189,263.844,261.031,250.124,256.980,257.574,362.177,254.129,248.489,252.476,252.932,250.734,259.368,255.072,254.734,252.733
181,264.820,273.469,271.934,259.068,279.800,271.391,258.440,263.520,261.246,250.280,257.359,257.242,361.332,254.645,248.428,252.922,252.984,250.827,258.382,254.275,254.592,252.711
182,265.207,273.153,270.425,259.709,278.981,271.232,258.373,263.113,261.758,250.758,257.494,257.031,360.746,255.235,248.498,253.082,253.175,250.699,257.689,253.210,254.398,252.990
183,265.346,272.893,269.216,260.346,278.454,270.954,257.820,262.898,262.249,251.274,257.833,256.987,360.288,255.498,248.544,253.321,253.248,250.446,257.329,252.212,254.398,253.534
184,264.645,272.653,269.505,260.457,278.209,270.607,257.071,262.965,262.276,251.602,258.727,256.785,359.685,255.500,248.574,253.949,252.963,250.268,257.204,251.557,254.378,254.183
185,263.272,272.610,270.753,259.808,278.076,270.240,256.544,263.133,261.727,251.833,259.804,256.408,358.807,255.239,248.681,254.712,252.421,250.565,257.214,251.224,254.175,254.641
186,262.152,272.792,271.672,258.842,277.931,269.937,256.097,263.156,260.788,252.242,260.359,256.426,357.788,254.984,248.705,254.996,251.790,251.149,257.232,251.255,253.936,254.624
187,261.691,272.993,271.669,258.068,277.670,269.708,255.664,262.957,259.642,253.054,260.355,257.121,356.717,254.990,248.835,254.463,251.329,251.688,257.171,251.622,253.809,254.135
188,261.696,272.910,271.035,257.983,277.333,269.270,255.221,262.379,258.826,253.785,260.004,258.242,355.714,255.257,248.922,253.478,251.386,251.900,256.957,252.080,253.839,253.592
189,261.912,272.569,270.648,258.679,277.072,268.432,254.859,261.539,258.365,254.317,259.788,259.188,354.898,255.522,248.852,252.598,252.098,251.695,256.439,252.349,254.093,253.315
190,262.355,272.155,270.812,259.573,276.902,267.740,254.945,260.816,257.932,254.479,259.804,259.695,354.226,255.622,248.563,251.953,253.091,251.130,255.789,252.463,254.519,253.343
191,262.779,271.812,271.094,259.991,276.673,267.563,255.592,260.461,257.396,254.505,259.861,259.812,353.659,255.508,248.356,251.651,253.930,250.348,255.454,252.373,255.050,253.564
192,262.885,271.736,270.885,259.880,276.441,267.686,256.431,260.324,257.164,254.758,259.951,259.713,353.113,255.353,248.418,251.660,254.264,249.714,255.586,252.265,255.443,253.819
193,262.562,271.571,270.132,259.432,276.225,267.525,256.827,260.176,257.587,255.161,260.057,259.426,352.614,255.365,248.903,252.015,253.762,249.639,256.079,252.260,255.342,253.922
194,262.147,271.010,269.352,258.791,276.129,266.959,256.673,260.074,258.355,255.468,260.139,258.691,352.448,255.815,249.740,252.577,252.664,250.076,256.314,252.443,254.825,253.869
195,261.922,270.138,268.871,258.239,276.108,266.339,256.171,260.195,258.843,255.683,259.996,257.619,352.759,256.588,250.384,253.209,251.776,250.675,255.843,252.559,254.119,253.653
196,262.143,269.409,268.704,258.077,276.134,266.063,255.691,260.410,258.717,255.984,259.445,256.789,353.731,257.131,250.177,253.977,251.453,251.180,254.986,252.316,253.473,253.460
197,262.613,268.996,268.498,258.346,276.032,266.137,255.143,260.402,258.352,255.952,258.514,256.520,355.386,257.098,249.460,254.871,251.414,251.413,254.475,252.058,253.171,253.394
198,263.387,268.745,268.150,258.731,276.062,266.385,254.477,260.340,258.253,255.570,257.588,256.942,357.630,256.781,248.787,255.622,251.367,251.323,254.893,251.894,253.447,253.532
199,263.687,268.609,267.979,259.141,276.803,266.421,253.901,260.445,258.311,255.237,257.286,257.583,360.159,256.817,248.489,255.956,251.404,251.045,255.654,252.027,254.087,253.777
200,263.350,268.878,267.983,259.551,278.194,266.260,253.866,260.555,258.051,255.344,257.816,258.049,362.786,257.285,248.432,255.729,251.666,250.892,256.096,252.496,254.907,254.056
201,262.668,269.548,268.024,259.816,279.728,266.268,254.378,260.262,257.618,255.661,258.543,257.892,365.289,257.637,248.375,255.178,251.832,250.993,256.100,252.928,255.433,254.076
202,262.433,270.171,267.449,260.077,280.748,266.839,255.099,259.688,257.379,256.220,258.771,257.489,367.430,257.444,248.319,254.564,251.626,251.007,256.182,253.135,255.374,253.733
203,262.636,270.416,266.418,260.385,281.195,267.817,255.424,259.348,257.509,257.081,258.404,257.413,368.810,256.833,248.281,254.186,251.271,250.498,256.532,253.104,254.950,253.289
204,262.954,270.335,265.735,260.462,281.440,268.516,255.295,259.293,258.174,258.000,258.094,257.717,369.496,256.215,248.291,254.292,251.124,249.641,256.879,252.925,254.517,253.078
205,263.180,270.181,265.833,260.231,281.865,268.369,254.924,258.977,258.713,258.806,257.824,257.852,370.026,255.759,248.029,254.732,251.614,249.022,256.957,252.706,254.153,253.175
206,263.221,269.952,266.470,259.739,282.481,267.689,254.588,258.230,258.741,259.317,257.486,257.587,370.752,255.390,247.567,255.241,252.790,248.890,256.657,252.552,254.024,253.614
207,263.166,269.679,267.129,259.064,282.956,267.055,254.507,257.207,258.355,259.608,257.118,256.942,371.619,255.257,247.333,255.514,253.916,249.281,256.057,252.588,254.145,254.225
208,263.175,269.456,267.484,258.244,283.042,266.820,254.811,256.469,258.024,259.640,257.016,256.242,372.307,255.361,247.422,255.516,254.283,249.920,255.450,252.773,254.463,254.861
209,263.023,269.544,267.575,257.244,282.761,266.880,255.191,256.316,257.877,259.640,257.016,255.538,372.669,255.524,247.631,255.518,253.984,250.413,255.000,252.908,254.581,255.295
210,262.839,270.009,267.439,256.526,282.493,267.098,255.288,256.547,257.792,259.984,256.996,254.632,372.651,255.520,247.702,255.605,253.640,250.331,254.857,252.906,254.384,255.524
211,263.023,270.422,266.916,256.197,282.566,267.189,254.947,256.938,257.799,260.220,256.980,253.924,372.373,255.476,247.677,255.584,253.315,249.727,254.982,252.954,253.877,255.478
212,263.682,270.313,266.115,256.504,283.139,267.027,254.247,257.254,258.140,259.833,257.012,253.749,371.872,255.522,247.589,255.332,252.935,249.065,255.350,253.224,253.455,255.080
213,264.295,269.721,265.387,257.239,283.910,266.678,253.408,257.219,258.563,258.887,256.600,254.117,371.179,255.484,247.527,255.042,252.224,248.788,256.100,253.542,253.225,254.584
214,264.350,268.848,264.941,257.795,284.337,266.437,252.698,256.766,258.720,258.188,255.510,254.691,370.518,255.303,247.494,254.934,251.386,249.063,257.229,253.655,253.181,254.544
215,264.101,267.926,264.369,257.893,284.152,266.145,252.424,256.266,258.539,257.930,254.531,254.628,370.195,255.327,247.586,255.030,250.636,249.556,258.332,253.622,253.085,255.030
216,263.945,267.290,263.606,257.846,283.554,265.708,252.488,256.059,258.328,257.978,254.400,254.112,370.199,255.594,247.776,255.165,250.301,249.963,258.875,253.477,252.865,255.560
217,264.304,267.130,262.986,257.897,282.829,265.191,252.601,255.906,258.239,258.102,254.857,253.650,370.109,256.149,247.802,255.140,250.418,250.132,258.832,253.070,252.567,255.787
218,264.922,267.396,262.711,257.872,282.481,264.806,252.394,255.523,258.222,258.124,255.208,253.511,369.520,256.626,247.688,255.019,250.822,250.121,258.514,252.431,252.314,255.683
219,265.097,267.791,262.502,257.705,282.495,264.678,251.666,254.938,258.191,257.844,255.278,253.565,368.503,256.697,247.576,254.937,251.189,250.028,258.125,251.889,252.330,255.492
220,264.719,268.071,261.962,257.308,282.756,264.792,250.687,254.781,258.034,257.124,255.029,253.659,367.480,256.315,247.456,254.759,251.213,250.117,257.746,251.740,252.648,255.249
221,264.106,268.053,261.422,256.842,283.111,264.978,249.947,254.891,258.171,255.973,254.461,254.022,366.726,255.781,247.276,254.298,251.056,250.249,257.368,251.827,253.060,254.596
222,264.009,267.926,261.209,256.748,283.320,265.123,249.839,254.891,258.563,255.145,253.771,254.404,366.126,255.253,247.013,253.693,250.776,250.108,257.204,251.771,253.348,253.556
223,264.313,267.731,261.268,257.090,282.980,265.123,250.173,254.793,258.956,254.892,253.004,254.359,365.477,254.994,246.857,253.378,250.369,249.801,256.939,251.554,253.517,252.807
224,264.475,267.562,261.404,257.393,282.026,264.885,250.548,254.547,258.894,255.124,252.669,254.058,364.653,255.062,246.890,253.503,250.042,249.695,256.600,251.653,253.628,252.974
225,264.465,267.351,261.505,257.402,280.806,264.137,250.733,254.441,258.590,255.258,253.269,254.103,363.625,255.305,247.120,253.767,250.016,249.684,256.100,252.007,253.785,253.845
226,264.770,267.068,261.338,257.513,279.958,262.836,250.581,254.852,258.143,255.414,254.555,254.413,362.557,255.416,247.468,254.383,250.112,249.307,255.961,252.137,254.002,254.618
227,265.207,266.825,261.115,257.991,279.633,261.361,250.035,255.535,257.799,255.484,255.584,254.821,361.682,255.508,247.781,255.121,250.234,248.690,256.457,252.089,254.054,254.910
228,265.327,266.639,261.077,258.030,279.563,260.634,249.514,255.656,257.294,255.108,255.886,255.090,360.955,255.653,247.846,255.567,250.491,248.452,257.043,252.246,253.986,254.731
229,265.120,266.547,261.244,257.218,279.584,261.077,249.691,254.883,256.696,254.570,255.461,255.265,360.051,255.878,247.734,255.698,250.832,248.803,257.293,252.819,254.018,254.297
230,264.935,266.365,261.171,256.368,279.614,262.295,250.382,253.844,256.399,254.726,254.771,254.870,359.086,256.209,247.681,255.630,250.925,249.368,256.979,253.227,254.171,253.829
231,264.687,266.160,261.118,256.154,279.522,263.623,251.016,253.336,256.642,255.306,254.008,254.170,358.531,256.406,247.675,255.459,250.516,249.524,256.396,253.260,254.298,253.620
232,264.161,265.973,261.206,256.415,279.333,264.363,251.279,253.543,256.775,255.489,253.163,253.704,358.466,256.283,247.677,254.962,249.643,249.039,255.996,253.094,254.139,253.735
233,263.401,265.709,261.477,256.983,279.068,264.350,251.060,253.746,256.618,254.979,252.310,253.659,358.298,255.681,247.757,254.262,248.928,248.253,255.775,252.923,253.903,254.068
234,263.101,265.316,261.627,257.778,278.901,263.809,250.247,253.320,256.399,254.398,251.694,253.852,357.724,254.884,247.829,253.573,248.367,247.455,255.861,252.581,253.791,254.456
235,263.700,265.013,261.502,258.479,278.832,263.380,249.253,252.773,256.597,254.199,251.310,253.919,357.010,254.426,247.785,253.197,248.054,247.045,256.039,252.147,253.833,254.763
236,264.834,265.183,260.972,258.598,278.846,263.213,248.509,252.734,256.969,254.505,251.163,253.897,356.355,254.404,247.747,253.216,248.164,247.015,256.204,251.827,253.700,254.914
237,265.705,265.631,260.282,258.081,279.097,263.093,248.286,253.211,256.942,255.091,251.457,253.735,355.779,254.556,247.901,253.501,248.769,247.216,256.364,251.687,253.378,255.118
238,265.710,265.871,259.815,257.423,279.697,262.844,248.500,253.777,256.280,255.726,252.257,253.318,355.129,254.727,248.287,253.757,249.537,247.379,256.557,251.653,253.030,255.580
239,264.853,265.695,259.899,256.897,280.432,262.593,248.903,254.137,255.177,256.140,253.371,252.386,354.273,254.811,248.675,254.038,249.944,247.426,256.489,251.771,252.744,256.100
240,263.825,265.332,260.453,256.530,281.082,262.344,249.339,254.203,254.386,256.075,254.184,251.076,353.111,254.938,248.779,254.419,250.012,247.489,256.125,252.075,252.547,256.263
241,263.046,265.200,261.129,256.440,281.766,262.046,249.710,254.125,254.553,255.419,254.571,250.291,351.809,255.203,248.496,254.645,250.044,247.558,255.807,252.441,252.463,255.996
242,263.014,265.529,261.463,256.667,282.496,261.749,250.025,254.070,255.382,254.430,254.457,250.753,350.595,255.434,248.139,254.427,250.082,247.684,255.921,252.624,252.785,255.588
243,263.576,266.026,261.456,256.953,283.087,261.298,250.247,253.910,256.201,253.973,253.967,251.834,349.607,255.349,247.962,253.841,250.140,247.972,256.268,252.605,253.630,255.245
244,264.258,266.227,261.477,257.017,283.217,260.921,250.217,253.594,256.693,254.129,253.245,252.448,348.717,255.285,247.816,253.144,250.000,248.515,256.629,252.446,254.535,255.054
245,264.535,265.906,261.481,256.803,282.845,260.702,249.781,253.281,256.792,254.280,252.282,252.417,347.850,255.259,247.684,252.689,249.458,249.199,256.868,252.246,254.847,255.022
246,264.060,265.425,260.965,256.547,282.268,260.650,249.196,253.211,256.608,253.968,251.380,252.112,347.117,255.297,247.603,252.808,248.984,249.543,257.243,252.164,254.334,255.289
247,263.364,264.995,260.049,256.338,282.038,260.533,248.788,253.176,256.307,253.349,251.135,251.933,346.623,255.277,247.683,253.372,248.745,249.173,257.561,252.183,253.364,255.823
248,263.041,264.596,259.254,256.256,282.250,260.347,248.781,253.016,256.413,253.005,251.645,251.803,346.281,255.163,247.966,253.926,248.916,248.160,257.600,252.130,252.618,256.195
249,263.382,264.090,258.861,256.333,282.495,260.566,248.915,252.539,256.901,253.043,252.453,251.592,345.672,254.831,248.194,254.184,249.220,247.478,257.146,252.116,252.187,256.155
250,263.562,263.765,258.746,256.658,282.357,261.126,248.970,252.312,257.427,253.183,253.090,251.677,344.794,254.394,248.228,254.093,249.659,247.816,256.314,252.294,252.193,255.659
