 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
237,277.683,273.407,276.156,272.323,273.412,270.445,275.278,291.096,290.948,267.051,287.809,277.137,280.707,288.388
238,277.567,273.192,275.765,272.331,273.839,270.440,275.132,291.075,290.261,266.708,287.567,276.363,281.051,288.115
239,277.759,272.776,275.199,272.053,274.147,270.636,275.065,291.293,289.909,266.480,287.314,275.789,281.286,287.621
240,278.050,272.614,274.911,271.689,274.173,270.798,275.083,291.592,289.901,266.451,287.224,275.705,281.405,287.159
241,278.165,273.072,275.079,271.508,273.925,270.652,275.140,291.834,290.118,266.531,287.279,275.967,281.258,286.954
242,278.215,273.693,275.624,271.596,273.251,270.277,275.173,291.977,290.498,266.752,287.405,276.127,280.686,287.032
243,278.568,273.874,276.034,271.967,272.406,270.052,275.092,291.913,290.892,266.982,287.386,276.041,280.007,287.155
244,279.246,273.590,276.137,272.543,271.810,270.008,274.937,291.634,290.947,266.949,287.357,275.804,279.679,287.150
245,279.945,273.314,276.014,273.040,271.723,269.725,274.697,291.192,290.693,266.484,287.326,275.640,279.908,287.404
246,280.281,273.261,275.835,273.326,271.833,269.094,274.447,290.728,290.541,266.002,287.239,275.651,280.345,287.988
247,280.175,273.281,275.815,273.217,272.043,268.521,274.411,290.402,290.473,265.796,286.977,275.656,280.593,288.654
248,279.651,273.248,276.002,272.674,272.352,268.440,274.666,290.326,290.327,265.880,286.703,275.514,280.423,288.811
249,279.093,273.246,276.187,272.101,272.718,268.788,274.967,290.460,289.969,266.221,286.592,275.352,280.149,288.328
250,278.683,273.436,276.170,271.770,272.597,269.212,275.127,290.887,289.662,266.586,286.771,275.295,280.045,287.684
251,278.439,273.841,275.966,271.745,271.960,269.458,275.263,291.462,289.448,266.757,286.995,275.437,280.018,287.524
252,278.364,274.148,275.626,271.866,271.461,269.550,275.509,291.873,289.322,266.620,287.188,275.879,279.616,287.788
253,278.427,274.098,275.242,272.023,271.666,269.432,275.781,291.825,289.186,266.411,287.255,276.530,278.940,287.903
254,278.580,273.688,274.844,272.068,272.144,269.068,276.010,291.443,289.269,266.349,287.101,277.077,278.508,287.600
255,278.774,273.340,274.360,271.937,272.150,268.696,276.077,290.991,289.626,266.453,286.978,277.119,278.626,287.208
256,279.038,273.314,273.938,271.952,271.669,268.573,276.029,290.592,290.005,266.626,287.055,276.724,278.984,287.044
257,279.244,273.741,273.650,272.179,271.317,268.592,275.846,290.394,290.080,266.870,287.199,276.234,279.053,287.224
258,279.245,274.420,273.650,272.616,271.565,268.806,275.616,290.479,289.863,267.058,287.096,275.915,278.684,287.503
259,279.096,274.858,273.904,272.992,272.239,269.264,275.424,290.735,289.508,267.091,286.807,275.790,278.212,287.760
260,278.953,274.841,274.427,273.111,272.787,269.691,275.200,290.969,289.401,266.964,286.603,275.752,277.838,287.799
261,279.014,274.403,275.132,273.131,273.023,269.877,275.002,291.020,289.761,266.732,286.629,275.612,277.599,287.478
262,279.190,273.843,275.734,272.965,273.055,269.940,274.764,290.891,290.244,266.518,286.852,275.482,277.418,287.146
263,279.305,273.327,276.110,272.508,273.202,270.042,274.593,290.719,290.324,266.496,287.025,275.591,277.273,287.339
264,279.249,272.773,276.175,271.939,273.429,269.874,274.378,290.685,289.929,266.491,286.924,275.899,277.252,287.748
265,279.231,272.144,275.585,271.606,273.634,269.264,274.209,290.778,289.343,266.478,286.535,276.118,277.352,288.009
266,279.355,271.638,274.460,271.801,273.689,268.623,274.330,290.855,288.890,266.318,286.113,276.091,277.492,287.963
267,279.350,271.451,273.444,272.015,273.478,268.403,274.894,290.841,288.763,265.870,285.928,275.899,277.444,287.679
268,279.029,271.634,273.197,271.768,273.331,268.683,275.549,290.835,288.984,265.268,285.987,275.825,277.123,287.256
269,278.628,272.057,273.578,271.126,273.389,268.906,275.887,290.866,289.338,264.852,286.200,275.728,276.848,286.878
270,278.391,272.525,274.153,270.644,273.752,268.887,276.129,290.836,289.544,264.796,286.489,275.453,276.833,286.517
271,278.226,272.654,274.499,270.763,274.095,268.937,276.413,290.637,289.638,264.940,286.583,275.153,277.044,286.448
272,278.253,272.292,274.609,271.220,274.153,269.031,276.582,290.323,289.783,264.980,286.275,274.989,277.378,286.831
273,278.561,271.702,274.621,271.551,273.769,269.060,276.578,290.119,289.970,264.668,285.846,275.140,277.726,287.485
274,279.045,271.532,274.482,271.525,273.291,268.990,276.395,290.305,290.143,264.276,285.613,275.491,277.959,287.963
275,279.284,271.915,274.398,271.528,272.810,268.987,276.088,290.792,290.116,264.109,285.691,275.778,278.016,287.727
276,278.990,272.253,274.343,271.750,272.372,269.139,275.653,291.186,289.931,264.332,285.932,275.684,277.826,286.956
277,278.286,272.194,274.580,272.053,271.844,269.374,275.200,291.118,289.816,264.526,286.041,275.491,277.430,286.189
278,277.732,272.009,274.894,271.929,271.294,269.476,274.777,290.668,289.858,264.558,285.870,275.361,277.001,285.822
279,277.607,272.048,275.072,271.538,271.069,269.351,274.507,290.040,289.983,264.546,285.411,275.198,276.662,285.926
280,277.677,272.131,274.983,271.376,271.346,268.825,274.370,289.626,290.071,264.734,284.794,274.637,276.427,286.409
281,277.819,272.013,274.710,271.606,271.888,268.230,274.501,289.581,290.201,264.916,284.357,273.881,276.379,286.940
282,278.042,271.505,274.422,271.818,272.089,267.783,274.724,289.764,290.387,264.759,284.400,273.415,276.605,287.279
283,278.286,270.967,274.120,271.538,272.084,267.634,274.969,289.942,290.483,264.224,284.774,273.391,276.981,287.397
284,278.428,270.756,273.930,270.889,272.207,267.571,275.042,289.920,290.478,263.651,285.211,273.563,277.222,287.406
285,278.502,271.017,273.619,270.576,272.605,267.456,274.749,289.696,290.358,263.350,285.636,273.811,277.332,287.487
286,278.556,271.560,273.242,270.801,273.072,267.330,274.284,289.414,290.244,263.431,286.003,274.156,277.312,287.829
287,278.373,272.251,273.192,271.384,273.346,267.343,274.004,289.296,290.225,263.619,286.055,274.591,277.051,288.400
288,277.974,272.821,273.705,271.932,273.372,267.435,273.752,289.403,290.425,263.823,285.749,274.989,276.653,288.665
289,277.549,273.057,274.482,272.351,273.098,267.393,273.480,289.608,290.849,264.080,285.275,275.338,276.345,288.649
290,277.261,273.002,274.976,272.715,272.859,267.094,273.440,289.805,291.115,264.504,285.014,275.455,276.251,288.478
291,277.098,272.880,275.065,272.927,272.579,267.134,273.812,289.987,290.992,264.854,285.178,275.236,276.208,288.400
292,277.107,272.573,274.928,272.750,272.366,267.641,273.987,290.039,290.618,265.007,285.585,274.959,276.063,288.439
293,277.347,272.224,274.698,272.333,272.628,268.403,273.760,289.909,290.266,264.874,285.932,274.962,275.775,288.543
294,277.593,271.854,274.434,272.152,273.354,268.806,273.593,289.634,290.275,264.316,286.163,275.148,275.592,288.520
295,277.539,271.638,273.959,272.540,273.948,268.618,273.877,289.432,290.686,263.569,286.334,275.042,275.689,288.189
296,277.461,271.516,273.631,273.313,274.055,268.202,274.422,289.422,291.335,262.956,286.358,274.577,275.916,287.467
297,277.815,271.514,273.894,273.735,273.769,268.000,274.885,289.452,291.708,262.807,286.262,274.254,276.100,286.702
298,278.466,271.444,274.451,273.455,273.360,268.084,275.150,289.386,291.432,263.126,286.178,274.582,276.200,286.307
299,278.779,271.035,274.619,272.634,272.689,267.979,275.286,289.306,290.563,263.724,286.109,275.124,276.245,286.425
300,278.587,270.556,274.175,271.568,271.781,267.678,275.365,289.436,289.635,264.398,285.845,275.261,276.093,286.880
301,278.290,270.185,273.576,270.692,270.764,267.280,275.489,289.745,289.222,264.847,285.506,274.989,275.660,287.469
302,278.346,270.187,273.295,270.215,270.207,266.872,275.616,290.068,289.409,265.015,285.324,274.609,275.216,287.928
303,278.639,270.427,273.329,270.237,270.501,266.785,275.658,290.236,289.973,264.892,285.359,274.273,275.189,288.062
304,278.788,270.691,273.746,270.750,271.026,267.304,275.495,290.194,290.322,264.538,285.402,273.994,275.545,288.009
305,278.610,270.887,274.542,271.444,271.084,268.003,275.232,290.101,290.252,264.047,285.355,273.772,275.881,287.942
306,278.245,271.061,275.209,272.182,270.732,268.044,274.885,289.946,289.871,263.620,285.165,273.643,275.760,288.127
307,277.890,271.237,275.242,272.646,270.729,267.644,274.499,289.629,289.453,263.564,284.947,273.737,275.410,288.370
308,277.641,271.407,275.000,272.891,271.395,267.230,274.115,289.232,289.116,263.947,284.975,274.003,275.107,288.203
309,277.438,271.390,274.940,272.821,272.072,266.942,274.248,288.997,288.914,264.330,285.190,274.233,274.975,287.774
310,277.277,271.078,274.777,272.407,272.156,266.406,275.027,288.936,288.948,264.420,285.495,274.263,274.893,287.550
311,277.358,270.597,274.408,271.859,271.968,265.757,276.276,288.854,289.039,264.398,285.701,274.234,275.059,287.674
312,277.567,270.074,274.271,271.338,271.862,265.599,277.497,288.638,289.017,264.502,285.693,274.159,275.510,287.993
313,277.815,269.697,274.561,270.995,271.879,266.495,278.340,288.353,288.903,264.531,285.391,274.047,275.927,288.208
314,277.820,269.619,275.146,270.884,271.939,267.791,278.914,288.208,288.857,264.394,285.003,273.825,275.979,288.150
315,277.522,269.817,275.513,270.795,272.288,268.521,279.334,288.303,289.057,264.325,284.800,273.695,275.964,287.903
316,277.152,270.142,275.504,270.485,273.072,268.560,279.557,288.491,289.343,264.316,284.865,273.801,276.048,287.469
317,276.934,270.407,275.235,269.758,273.723,268.170,279.578,288.609,289.531,263.962,285.014,274.027,276.308,286.961
318,276.960,270.758,274.863,269.182,273.879,268.081,279.775,288.614,289.458,263.184,285.160,274.156,276.404,286.755
319,277.066,271.281,274.412,269.346,273.550,268.254,280.167,288.497,289.130,262.232,285.264,274.338,276.353,286.829
320,277.019,271.939,274.034,270.311,273.199,268.304,280.428,288.348,288.830,261.507,285.284,274.573,276.208,286.898
321,276.751,272.412,273.647,271.328,272.919,267.950,280.407,288.264,288.689,261.162,285.161,274.909,276.181,286.672
322,276.377,272.588,273.127,271.561,272.824,267.427,280.330,288.379,288.711,261.245,284.984,275.261,276.175,286.370
323,276.193,272.601,272.899,271.116,272.824,267.385,280.463,288.616,288.785,261.682,284.940,275.550,276.007,286.353
324,276.257,272.466,273.451,270.793,272.948,268.267,280.620,288.783,288.818,262.261,285.115,275.503,275.689,286.783
325,276.662,272.157,274.276,271.025,273.086,269.544,280.879,288.772,288.786,262.739,285.515,275.097,275.232,287.594
326,277.299,271.597,274.803,271.515,273.078,270.288,281.140,288.633,288.638,262.993,286.122,274.473,274.573,288.402
327,277.904,271.111,274.775,271.679,272.965,270.322,281.422,288.435,288.436,262.839,286.684,273.798,273.988,289.035
328,278.120,271.087,274.432,271.290,272.847,269.822,281.772,288.258,288.245,262.343,286.836,273.080,273.868,289.513
329,277.964,271.314,274.252,270.727,272.729,269.249,281.933,288.196,288.160,262.002,286.611,272.715,274.201,289.979
330,277.510,271.505,274.223,270.311,272.297,268.759,281.693,288.401,288.267,262.102,286.288,272.941,274.555,290.460
331,276.959,271.641,274.264,270.174,271.392,268.510,281.019,288.815,288.575,262.467,286.172,273.440,274.538,290.866
332,276.340,271.843,274.379,270.104,270.461,268.230,280.382,289.153,288.642,262.699,286.205,273.610,274.205,291.323
333,275.845,271.980,274.333,269.997,270.052,267.846,280.159,289.256,288.351,262.695,286.111,273.574,273.986,291.741
334,275.644,271.682,274.237,269.904,270.360,267.654,280.296,289.179,288.063,262.836,285.832,273.716,274.195,291.917
335,275.773,271.192,274.278,269.715,270.922,267.728,280.438,288.982,288.041,263.069,285.563,274.236,274.560,291.866
336,276.020,270.991,274.659,269.720,271.305,268.107,280.503,288.752,288.209,263.077,285.548,275.005,274.634,291.700
337,276.167,271.155,275.082,269.934,271.565,268.558,280.555,288.616,288.363,262.754,285.760,275.634,274.589,291.762
338,276.241,271.379,275.312,270.548,271.674,268.712,280.827,288.537,288.330,262.352,285.932,275.813,274.474,292.079
339,276.307,271.462,275.465,271.179,271.793,268.560,281.286,288.421,288.031,262.153,286.138,275.579,274.512,292.370
340,276.515,271.571,275.981,271.545,271.977,268.406,281.756,288.314,287.582,262.188,286.358,275.218,274.666,292.460
341,277.037,271.749,276.568,271.457,272.012,268.544,282.104,288.229,287.267,262.394,286.327,274.995,274.782,292.346
342,277.752,271.824,276.621,271.106,272.210,268.594,282.194,288.139,287.200,262.757,285.982,274.915,274.867,292.450
343,278.038,271.649,276.149,270.919,272.473,268.170,281.990,287.940,287.247,263.055,285.614,274.906,275.081,292.640
344,277.653,271.187,275.815,271.149,272.455,267.490,281.434,287.526,287.329,263.119,285.426,274.885,275.604,292.734
345,276.977,270.603,275.868,271.545,272.098,266.908,280.670,287.115,287.445,262.819,285.369,274.820,276.260,292.714
346,276.636,270.091,275.823,271.801,271.723,266.801,279.994,286.932,287.599,262.299,285.436,274.931,276.666,292.697
347,276.820,269.767,275.424,271.828,271.548,267.018,279.505,287.053,287.829,261.814,285.675,275.218,276.618,292.792
348,277.181,269.619,275.120,271.460,271.548,267.338,279.276,287.360,288.069,261.538,285.994,275.562,276.347,292.776
349,277.356,269.538,275.475,270.919,271.715,267.524,279.255,287.746,288.126,261.619,286.089,275.828,276.041,292.568
350,277.319,269.512,276.053,270.578,271.994,267.626,279.217,287.967,288.058,261.889,285.910,275.912,275.751,292.323
351,277.070,269.667,276.156,270.614,272.222,267.531,279.061,288.049,287.925,261.942,285.547,275.631,275.388,292.180
352,276.729,270.094,275.698,270.960,272.254,267.492,279.046,288.056,287.761,261.827,285.151,275.119,274.989,291.885
353,276.526,270.830,275.170,271.333,272.349,267.743,279.230,288.236,287.687,261.558,284.866,274.713,274.679,291.443
354,276.480,271.610,274.935,271.583,272.790,268.330,279.466,288.452,287.615,261.343,284.702,274.653,274.659,290.933
355,276.464,271.937,274.930,271.697,273.406,268.749,279.618,288.548,287.538,261.531,284.646,274.900,274.993,290.473
356,276.473,271.464,274.993,271.725,273.712,268.626,279.493,288.481,287.519,262.542,284.702,275.218,275.268,290.238
357,276.544,270.499,274.988,271.899,273.865,268.165,279.123,288.400,287.535,263.949,284.836,275.290,275.242,290.263
358,276.530,269.599,274.763,272.111,274.144,268.126,278.877,288.339,287.439,264.901,284.975,275.063,274.910,290.490
359,276.333,269.272,274.415,272.351,274.464,268.599,278.806,288.352,287.153,264.872,285.182,274.810,274.540,290.550
360,276.022,269.497,274.393,272.477,274.438,269.081,278.605,288.421,286.645,264.193,285.426,274.689,274.344,290.404
361,275.782,269.978,274.959,272.449,274.190,269.013,278.528,288.412,286.392,263.672,285.401,274.568,274.322,290.023
362,275.959,270.309,275.904,272.583,273.977,268.398,278.710,288.189,286.541,263.690,285.062,274.468,274.312,289.783
363,276.453,270.495,276.782,273.040,274.121,267.602,279.071,287.793,287.072,263.874,284.430,274.449,274.214,289.866
364,276.966,270.841,277.302,273.755,274.334,266.877,279.267,287.210,287.731,263.734,283.776,274.545,274.067,290.208
365,277.427,271.268,277.273,274.409,274.069,266.301,279.221,286.753,288.327,263.182,283.388,274.668,274.068,290.298
366,277.830,271.519,276.909,274.899,273.288,266.060,278.990,286.729,288.459,262.314,283.347,274.844,274.273,290.127
367,277.990,271.826,276.429,275.172,272.556,266.385,278.670,287.241,288.151,261.429,283.560,275.069,274.621,290.127
368,277.900,272.407,275.890,275.242,272.455,266.898,278.472,287.916,287.725,260.885,283.884,275.366,275.105,290.430
369,277.805,272.935,275.432,275.179,272.790,267.042,278.234,288.394,287.363,260.783,284.224,275.627,275.475,290.725
370,277.603,273.065,275.237,275.025,273.069,266.901,277.873,288.709,287.074,260.845,284.361,275.660,275.486,290.875
371,277.162,272.721,275.408,274.755,273.202,266.736,277.543,289.006,286.703,260.914,284.244,275.400,275.207,291.111
372,276.644,272.275,275.787,274.505,273.403,266.704,277.633,289.221,286.351,261.071,283.932,275.137,274.805,291.536
373,276.456,271.961,276.139,274.508,273.744,266.785,277.795,289.179,286.175,261.639,283.725,275.116,274.397,291.656
374,276.746,271.815,276.146,274.604,274.084,267.029,277.760,288.988,286.047,262.524,283.709,275.282,273.962,291.187
375,277.157,271.830,275.981,274.568,274.331,267.518,277.566,288.754,285.998,263.173,283.919,275.505,273.741,290.180
376,277.358,272.026,276.091,274.513,274.576,268.178,277.428,288.542,285.967,262.940,284.198,275.657,273.918,289.367
377,277.391,272.442,276.504,274.705,274.775,268.563,277.322,288.393,286.025,261.803,284.425,275.730,274.264,288.998
378,277.515,272.697,276.566,274.995,274.818,268.280,277.472,288.410,285.972,260.445,284.527,275.550,274.549,289.201
379,277.934,272.501,276.125,275.025,274.597,267.390,277.574,288.431,285.860,259.568,284.360,275.128,274.638,289.868
380,278.545,271.932,275.441,274.606,274.317,266.508,277.418,288.211,285.895,259.549,284.092,274.826,274.489,290.792
381,278.935,271.423,275.010,274.056,274.380,266.115,277.031,287.748,286.239,259.998,283.940,274.852,274.168,291.831
382,278.870,271.152,275.043,273.790,274.726,266.306,276.689,287.268,286.667,260.387,284.168,275.202,273.892,293.032
383,278.659,271.044,275.408,274.003,274.896,266.762,276.708,287.030,286.813,260.637,284.582,275.767,273.848,294.192
384,278.549,270.797,275.873,274.694,274.513,266.887,277.251,287.130,286.440,260.936,284.684,276.228,273.964,295.180
385,278.577,270.590,276.141,275.295,273.818,266.796,278.000,287.419,285.822,261.276,284.344,276.307,274.026,295.970
