 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
157,505.209,495.655,493.739,506.407,505.337,503.790,512.235,482.508,496.530,496.844,512.922,510.082,494.598,512.499,514.661,501.953,498.764,495.194,498.022,491.600,507.654
158,502.681,502.082,490.681,504.681,506.488,503.633,512.074,483.052,494.433,497.238,509.257,508.104,495.413,518.360,513.595,501.506,500.677,494.632,498.886,492.430,506.299
159,502.516,498.536,495.540,502.807,502.771,504.801,508.559,484.387,498.542,497.951,512.962,508.386,496.122,512.286,511.868,508.697,502.424,491.899,495.666,490.310,506.178
160,506.227,499.309,490.987,499.836,504.593,505.503,508.378,485.768,496.816,498.354,513.167,508.467,495.242,514.967,513.371,506.373,502.854,493.488,494.807,494.093,504.341
161,501.934,500.107,493.205,502.411,506.195,499.605,510.128,485.379,490.352,497.221,511.814,508.254,496.204,513.849,511.756,502.367,500.355,492.738,497.136,491.120,506.913
162,505.059,500.822,494.736,498.853,503.468,499.348,511.378,484.845,496.966,494.628,509.243,508.710,495.132,516.094,513.679,503.884,497.870,498.414,494.560,490.406,506.764
163,503.615,501.994,494.240,502.330,506.380,509.892,508.660,480.474,492.576,498.225,510.311,505.953,494.342,515.908,512.567,507.185,502.308,492.735,500.497,489.815,506.131
164,504.469,502.034,491.428,501.427,506.236,503.401,509.257,482.307,501.882,497.024,511.320,505.797,492.810,514.372,511.858,503.886,499.877,495.353,496.350,490.961,501.572
165,505.154,500.071,492.061,498.826,504.475,508.699,508.772,483.477,491.813,497.727,512.536,506.021,494.217,510.429,512.701,507.112,501.298,494.603,496.513,487.043,506.853
166,503.930,501.127,491.160,501.172,501.290,499.273,506.709,490.825,494.349,495.325,512.091,506.573,494.240,515.959,511.713,506.294,496.433,494.555,495.931,490.107,506.635
167,500.505,501.137,495.440,499.932,502.266,503.572,506.273,485.621,492.966,500.087,509.486,507.068,492.382,510.025,510.363,502.380,499.709,495.652,497.153,486.538,506.793
168,507.828,501.266,492.023,499.631,512.135,505.669,508.288,486.753,490.866,497.604,508.593,505.035,494.146,513.143,510.141,506.094,501.409,492.429,494.100,491.996,504.538
169,507.168,502.652,489.983,500.950,508.118,500.370,507.219,480.219,494.044,495.188,510.576,506.243,493.198,513.930,510.649,505.157,501.794,496.632,498.654,490.201,508.486
170,506.905,500.296,492.659,500.226,506.616,502.727,503.669,482.534,490.935,498.226,509.907,506.149,490.356,511.157,513.389,506.491,500.476,497.154,497.328,487.675,503.239
171,499.436,496.886,494.213,501.566,502.768,499.409,511.034,488.173,494.701,498.650,509.175,502.314,490.095,510.832,509.341,507.509,499.787,493.767,498.509,488.521,501.885
172,501.205,499.356,491.442,501.533,505.492,500.271,509.989,483.912,494.137,495.985,507.931,503.762,495.039,512.693,509.813,503.015,499.034,494.000,496.306,489.371,503.480
173,502.026,500.964,491.326,503.305,507.000,496.044,511.535,488.534,496.822,498.253,509.663,505.092,492.812,513.601,511.014,502.448,498.150,496.123,496.244,490.150,500.782
174,504.842,494.650,490.026,502.880,506.354,502.144,507.984,484.840,492.981,494.051,510.838,505.698,495.562,510.865,510.159,503.279,501.170,492.873,496.081,488.682,508.087
175,500.853,498.004,487.944,501.081,502.434,502.978,505.736,488.402,489.427,495.871,509.375,505.732,491.563,510.080,510.519,505.305,498.948,496.018,495.369,490.179,503.509
176,502.029,498.311,490.699,501.222,502.737,501.577,511.045,485.088,498.810,497.855,510.555,503.986,493.123,513.751,510.169,503.142,499.009,491.038,496.927,493.815,503.793
177,499.689,496.697,489.314,504.158,498.495,499.843,508.792,489.742,491.944,495.283,509.331,505.494,494.557,513.505,511.871,501.878,498.113,492.692,495.509,486.560,502.793
178,501.758,502.064,490.236,500.440,496.673,502.870,511.186,488.577,489.651,494.719,511.535,503.956,492.759,508.266,511.744,507.622,496.859,498.631,495.312,489.095,504.764
179,497.685,496.142,492.135,496.695,507.943,502.083,506.613,489.523,495.327,494.671,508.953,504.944,492.603,511.309,510.000,500.833,498.944,493.136,497.338,490.521,507.060
180,500.092,499.858,491.682,505.116,500.010,504.124,504.770,484.649,493.084,496.473,508.607,503.294,495.622,510.816,510.214,502.824,502.550,495.134,497.715,489.933,498.522
181,504.777,497.122,493.315,503.589,500.616,497.481,506.047,487.376,492.685,494.474,509.132,505.536,490.633,512.413,508.807,505.498,497.456,493.040,496.397,485.819,505.268
182,503.147,494.170,495.528,496.222,495.943,500.597,504.910,487.997,496.103,498.790,509.422,505.953,493.690,512.975,510.345,503.880,500.029,493.533,495.532,488.004,506.058
183,499.945,496.030,496.790,500.330,500.852,507.425,509.250,490.152,498.199,496.926,509.505,503.460,494.128,509.998,508.856,507.238,497.413,491.343,495.778,490.785,501.076
184,498.201,501.043,496.290,505.878,504.811,494.953,507.940,485.036,489.421,496.805,511.152,501.904,492.405,504.157,509.982,501.367,496.737,495.265,492.725,487.781,508.257
185,500.557,495.674,495.897,498.689,506.498,501.536,504.051,489.544,490.745,496.877,508.225,503.618,490.933,512.380,509.730,502.704,498.305,493.257,496.900,489.947,505.058
186,500.758,495.054,495.407,506.614,502.953,500.547,504.758,485.018,492.698,496.805,506.643,504.892,492.338,508.164,509.791,503.330,498.600,491.926,498.464,490.886,501.467
187,497.934,498.803,495.100,506.255,507.747,503.765,511.199,485.255,491.340,498.392,509.077,503.491,494.299,508.202,507.685,503.406,497.481,496.053,498.452,491.659,507.396
188,497.300,496.788,494.636,504.218,504.862,503.831,505.924,489.072,496.436,495.267,505.880,503.294,490.925,506.810,508.517,507.303,497.479,497.601,494.941,489.456,502.656
189,496.359,497.260,494.637,499.819,504.943,499.809,506.463,486.559,493.053,496.601,507.267,505.897,492.773,510.971,505.933,507.260,503.994,496.921,497.513,489.306,505.509
190,500.963,496.388,497.199,502.940,502.522,499.243,507.448,484.441,488.078,497.450,507.338,504.153,490.969,506.346,509.924,503.730,498.833,494.750,499.418,486.763,501.535
191,502.502,495.367,492.655,501.413,504.091,497.967,506.920,493.397,487.894,496.972,507.200,502.068,494.205,509.319,509.270,504.451,497.810,493.604,493.409,489.566,508.685
192,500.824,496.843,494.941,497.129,503.354,501.207,509.036,487.613,491.112,494.952,508.518,502.726,491.665,505.221,510.017,503.298,500.777,490.189,501.033,488.288,503.982
193,494.037,495.865,495.167,503.390,502.024,494.483,510.924,488.763,490.234,497.904,509.267,504.665,493.766,509.096,509.828,502.416,497.102,492.939,497.601,488.750,505.656
194,502.828,499.036,494.165,500.956,497.492,498.033,506.089,488.459,494.931,494.926,507.892,501.981,493.862,509.732,507.591,505.039,496.849,492.619,497.460,489.874,504.588
195,497.205,494.607,495.449,501.388,501.044,500.912,508.268,486.541,490.872,497.633,506.183,503.062,492.253,507.131,509.846,502.833,497.096,491.531,496.684,488.045,506.349
196,500.278,496.223,495.375,499.710,500.478,501.249,510.799,484.668,493.872,496.095,506.228,502.343,492.737,502.969,509.019,502.740,498.150,494.434,498.261,489.844,500.113
197,498.850,494.689,493.441,503.606,505.064,499.064,507.335,481.464,495.601,497.014,506.521,504.530,494.364,506.806,510.796,501.762,496.082,490.166,501.519,490.406,505.969
198,501.927,497.073,498.178,499.747,502.805,491.483,508.488,487.510,491.190,495.135,504.927,501.597,494.143,506.769,506.557,508.378,499.575,494.449,494.530,493.391,506.606
199,502.297,494.957,497.279,500.674,500.862,498.569,511.510,485.206,492.885,494.438,508.233,503.794,492.284,506.661,508.322,499.120,498.241,493.679,499.106,490.726,502.121
200,498.571,493.088,496.117,499.546,503.276,500.481,507.148,487.820,498.907,493.970,508.062,504.614,493.783,506.170,507.090,502.845,498.070,488.556,498.244,488.039,501.249
201,497.645,502.215,494.411,505.438,499.855,501.561,510.193,485.760,491.093,493.965,509.300,503.845,494.426,504.855,508.788,503.472,499.555,491.970,504.220,492.836,506.690
202,497.531,498.730,494.744,504.826,498.539,498.688,510.772,487.680,491.121,495.660,507.620,504.436,492.609,508.613,512.340,512.861,498.214,492.715,498.291,490.921,503.701
203,498.374,499.599,491.862,511.954,502.714,495.561,507.799,488.526,491.234,494.267,510.674,506.706,497.726,506.857,517.141,509.871,495.950,489.584,498.503,496.308,504.992
204,499.432,494.850,493.944,506.465,497.478,496.144,509.159,485.384,496.651,495.808,511.133,506.794,495.111,509.697,521.958,509.279,496.118,493.728,495.564,489.164,505.152
205,496.476,496.479,493.416,511.697,499.704,497.848,509.674,485.531,493.698,499.950,512.687,509.881,492.413,507.129,522.598,515.524,497.481,489.321,500.418,492.611,507.060
206,501.941,494.736,491.286,509.639,504.795,499.345,511.548,485.188,494.913,494.324,513.135,507.852,496.832,512.204,526.387,513.925,497.278,491.157,499.609,490.882,505.924
207,504.095,497.762,494.535,513.330,505.714,500.282,505.197,488.799,495.050,496.421,513.781,512.127,495.663,513.235,525.739,513.071,496.839,490.507,494.352,489.497,507.339
208,503.315,498.528,495.245,515.060,501.242,498.359,506.152,484.062,492.097,496.733,515.610,508.823,498.839,513.728,524.932,518.865,495.151,493.184,493.354,489.974,506.165
209,501.205,498.824,494.318,514.687,505.451,497.588,509.714,483.814,495.773,497.467,512.272,506.274,497.603,514.973,526.598,520.612,499.313,487.652,496.538,494.961,506.045
210,503.264,495.779,492.762,510.288,504.569,499.367,505.864,482.634,500.137,495.309,513.761,509.675,495.136,514.421,527.321,516.601,496.362,489.639,493.308,493.609,506.000
211,502.952,494.045,493.805,518.716,500.098,496.533,506.989,489.969,495.050,496.241,515.831,510.705,496.447,510.106,526.498,518.558,495.791,491.084,497.876,489.748,505.538
212,499.586,494.539,495.125,512.145,504.512,497.072,511.799,485.425,494.589,492.725,513.915,509.163,496.480,511.249,527.976,520.549,497.070,491.000,498.265,493.949,503.698
213,502.601,494.938,496.201,513.384,501.061,497.691,508.512,482.503,497.196,495.553,514.008,507.496,493.749,510.250,525.860,518.807,497.212,487.997,496.126,492.937,509.942
214,503.374,496.167,492.483,512.193,504.566,495.238,506.803,483.268,494.729,498.858,514.549,510.089,496.400,512.288,527.756,520.873,497.443,490.742,494.839,495.049,506.648
215,499.586,496.071,496.724,516.000,499.027,491.099,501.922,488.580,499.913,497.835,516.998,510.667,496.237,513.611,527.993,520.946,495.874,491.238,496.536,494.252,506.144
216,510.121,492.964,495.229,516.612,503.465,498.931,508.110,489.928,499.171,497.979,514.597,509.396,496.318,516.632,526.628,520.629,498.903,493.364,496.835,493.402,503.260
217,501.484,501.064,495.544,512.375,506.418,496.453,506.476,487.588,498.106,496.252,517.214,507.979,495.511,515.519,528.928,520.792,496.182,491.224,496.006,490.016,509.373
218,501.366,495.448,496.175,512.992,502.374,492.740,509.550,488.082,492.168,499.952,512.615,510.271,494.911,512.873,528.159,520.631,494.734,488.205,494.717,486.509,509.577
219,500.883,494.635,493.385,511.608,504.485,494.378,511.096,486.771,497.000,494.319,513.488,508.677,493.201,513.180,529.794,516.391,495.151,493.982,499.301,493.387,506.100
220,500.022,499.182,495.203,515.297,508.037,493.608,510.776,486.925,496.112,497.283,513.910,509.597,495.950,509.961,529.335,516.221,496.761,490.258,494.982,491.079,501.853
221,504.088,496.983,496.540,509.512,504.306,493.953,507.528,482.423,492.393,497.689,517.197,510.703,493.378,511.074,528.353,525.290,497.721,497.321,492.570,495.665,505.612
222,499.205,495.313,495.411,513.637,499.434,494.298,505.555,484.845,497.520,497.258,519.920,511.911,498.023,514.501,529.682,521.227,499.536,493.046,496.982,487.213,501.163
223,502.967,494.468,496.006,513.865,507.229,498.207,506.548,483.317,493.813,498.264,517.564,515.306,496.397,510.037,528.197,516.603,497.400,495.429,496.827,494.694,502.848
224,503.238,499.655,493.251,511.342,501.387,492.901,507.235,482.724,493.520,497.954,523.306,511.901,493.731,513.053,528.159,518.682,496.749,493.318,496.318,491.643,506.241
225,504.590,494.719,498.465,512.423,509.266,495.630,504.241,485.925,492.732,500.892,521.208,511.348,495.878,511.241,528.144,518.682,495.101,496.525,500.004,493.667,503.921
226,500.604,501.702,496.831,514.284,499.791,494.807,504.931,486.704,496.424,501.578,522.622,512.791,496.406,514.035,528.825,520.350,496.625,493.662,496.029,493.280,499.441
227,500.839,496.335,496.538,512.521,501.579,495.884,510.957,485.678,497.411,499.010,524.210,511.011,495.857,511.632,528.300,519.208,495.732,494.667,496.599,491.065,507.231
228,504.366,498.665,497.829,511.033,505.933,494.343,508.244,483.948,496.685,502.797,525.115,513.780,498.634,513.663,531.001,519.395,496.375,493.674,495.108,496.799,507.706
229,497.930,502.618,494.769,514.120,505.865,495.224,507.566,482.477,494.268,502.214,521.710,509.984,497.572,510.644,527.863,516.367,494.021,495.851,497.847,488.430,504.121
230,503.179,501.528,494.996,514.977,496.148,489.083,508.085,481.941,495.262,502.231,526.823,514.087,496.148,511.104,527.787,516.721,496.435,489.614,493.086,491.811,509.199
231,503.462,498.899,495.343,513.811,504.017,494.077,511.926,481.572,499.053,504.543,526.540,511.537,496.093,513.695,529.442,523.987,497.054,494.677,500.839,494.892,506.362
232,502.311,499.116,496.429,510.961,504.633,494.765,513.105,483.851,500.072,503.222,524.697,514.223,500.172,514.491,526.778,515.936,497.401,494.217,497.939,490.943,505.714
233,502.766,504.652,495.285,514.116,504.997,492.956,512.588,484.549,496.850,503.604,525.819,512.240,498.766,513.256,527.905,518.303,498.335,494.469,497.216,489.053,507.520
234,505.685,501.195,497.552,511.683,506.498,492.994,506.939,482.412,500.190,503.683,523.096,510.549,499.943,511.137,528.219,519.592,495.847,496.601,500.772,492.955,507.913
235,497.714,501.131,494.613,510.367,504.286,496.707,511.499,488.216,496.240,508.357,525.138,511.187,495.884,512.769,526.539,523.498,496.971,496.452,500.811,489.586,504.969
236,503.641,497.961,495.090,509.571,502.886,493.287,511.087,482.871,493.016,502.359,524.694,511.914,496.099,509.928,527.161,515.371,495.960,495.811,495.886,493.499,503.829
237,499.278,497.326,498.020,511.029,505.599,497.080,510.040,484.943,497.922,501.368,522.518,509.545,495.966,510.834,529.445,517.989,496.709,497.555,495.385,489.444,504.037
238,500.476,503.569,493.864,514.015,504.128,493.906,505.497,481.546,493.723,503.202,522.927,511.021,496.253,514.260,526.864,519.530,494.878,493.776,500.774,487.730,505.480
239,502.220,500.298,493.574,512.114,504.731,496.309,509.298,482.575,493.112,503.476,523.549,509.496,496.798,510.810,526.209,515.423,499.463,494.664,502.705,492.848,509.268
240,498.612,500.122,494.630,509.274,503.444,494.196,508.649,476.479,495.869,503.137,523.656,511.971,495.528,513.843,524.933,512.678,499.460,492.096,497.306,488.854,500.052
241,501.553,498.406,494.784,510.205,501.650,497.801,511.128,484.446,495.570,505.987,522.227,511.160,496.660,511.160,526.810,515.929,494.327,494.026,496.489,489.759,503.501
242,504.575,500.137,495.423,511.927,502.242,495.041,510.228,482.363,490.336,502.061,524.564,509.174,498.215,510.898,523.411,517.002,496.309,492.795,493.462,495.462,500.984
243,498.934,502.193,496.606,512.342,501.525,498.232,507.566,479.791,489.751,504.809,520.336,509.846,494.969,507.926,524.243,513.873,495.262,493.902,496.582,492.556,506.740
244,502.179,500.766,498.056,510.353,501.391,494.561,511.597,486.278,498.910,503.729,518.474,510.761,497.322,511.800,525.046,511.706,496.414,495.437,499.780,489.736,506.556
245,503.766,499.742,494.330,507.183,508.010,493.500,511.266,483.701,493.162,500.928,519.689,510.384,497.484,513.994,524.447,512.687,497.296,492.242,495.279,488.487,501.766
246,501.930,500.513,495.904,510.898,504.195,491.837,508.651,480.704,495.019,502.026,522.231,510.607,494.565,508.646,524.451,510.629,495.976,491.159,495.550,491.112,504.360
247,506.938,502.616,494.289,506.716,500.916,497.453,508.917,482.675,496.673,500.869,519.196,508.624,494.106,508.521,525.064,515.185,496.278,493.654,497.550,488.797,507.727
248,501.744,494.461,493.553,510.720,504.030,492.171,508.933,484.180,497.150,504.705,517.232,507.456,496.283,512.507,523.371,518.564,494.547,493.561,496.639,490.485,502.286
249,496.176,499.742,498.380,507.388,501.037,494.348,509.608,484.490,500.361,501.922,519.339,509.321,493.092,513.035,523.917,512.075,498.691,497.912,495.053,490.698,505.995
250,500.183,498.376,495.077,514.290,499.256,494.591,506.944,478.742,497.676,502.498,519.720,510.619,490.622,509.131,522.915,511.736,495.757,497.676,499.092,491.389,506.619
251,497.747,500.058,496.094,511.647,501.455,494.251,509.611,483.108,498.125,502.834,519.544,510.874,493.715,508.804,521.880,513.416,494.872,496.909,497.894,493.665,505.627
252,499.516,498.255,494.941,508.050,501.956,497.088,509.669,483.088,493.408,504.090,519.690,509.383,492.814,506.327,521.053,517.373,497.453,492.336,496.585,492.535,502.404
253,499.535,502.408,494.277,511.500,505.064,491.652,509.051,483.134,494.231,501.294,517.750,509.485,494.411,509.452,522.065,517.614,495.822,494.179,496.513,491.619,505.790
254,502.604,499.367,496.654,508.523,505.269,493.083,507.354,483.541,490.062,503.482,516.374,505.097,497.250,507.110,521.821,509.766,498.305,496.699,494.692,486.698,503.223
255,499.733,500.315,493.535,509.801,503.704,492.086,508.924,484.242,493.006,504.088,518.550,507.270,494.097,512.765,520.713,516.208,495.682,493.070,497.961,493.345,503.402
256,494.491,498.575,495.265,506.116,499.401,491.428,509.602,480.428,493.822,503.087,516.463,508.202,494.987,510.847,524.429,515.670,495.317,491.954,500.193,488.698,503.543
257,497.366,497.957,494.641,507.602,501.562,490.436,508.212,484.515,496.888,503.883,518.017,508.944,494.469,511.235,522.309,511.144,495.564,495.406,497.963,493.998,503.874
258,500.176,498.451,495.066,506.214,505.286,495.086,506.600,483.142,496.984,504.288,518.766,509.250,496.445,508.843,521.251,513.665,496.415,498.469,499.401,490.641,507.346
259,497.238,494.792,493.979,507.932,505.088,495.754,510.656,485.093,493.517,501.911,516.387,506.681,494.489,511.016,520.363,512.661,495.404,494.651,499.277,492.122,504.186
260,501.447,497.655,495.557,509.118,504.407,491.268,509.550,483.008,495.178,503.395,518.338,508.156,495.440,510.861,521.899,513.691,497.597,491.411,497.098,492.383,505.835
